user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_018304635.1_ASM1830463v1_genomic	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRMX01;g__JAGVVW01;s__JAGVVW01 sp018304635	GCA_018304635.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRMX01;g__JAGVVW01;s__JAGVVW01 sp018304635	100.0	0.997	GCA_018304635.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRMX01;g__JAGVVW01;s__JAGVVW01 sp018304635	100.0	0.997	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRMX01;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.88	11	N/A	N/A
GCA_018396755.1_ASM1839675v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp018396755	GCA_018396755.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp018396755	100.0	0.99	GCA_018396755.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__DTBU01;s__DTBU01 sp018396755	100.0	0.99	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.48	11	N/A	N/A
GCA_018396815.1_ASM1839681v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp018396815	GCA_018396815.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp018396815	100.0	1.0	GCA_018396815.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp018396815	100.0	1.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018396775.1, s__DTDX01 sp018396775, 95.0, 84.2, 0.814	93.67	11	N/A	N/A
GCA_018396975.1_ASM1839697v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp018396975	GCA_018396975.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp018396975	100.0	0.991	GCA_018396975.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__DTEX01 sp018396975	100.0	0.991	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__DTEX01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018396655.1, s__DTEX01 sp018396655, 95.0, 80.69, 0.498; GCA_018396635.1, s__DTEX01 sp018396635, 95.0, 77.73, 0.314	85.8	11	N/A	N/A
GCA_018399895.1_ASM1839989v1_genomic	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DTGL01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__DTGL01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	63.43	11	0.76507	N/A
GCA_018645625.1_ASM1864562v1_genomic	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002499785	GCA_018654845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002499785	99.96	0.97	GCA_018654845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002499785	99.96	0.97	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012960975.1, s__MGIIb-O2 sp004195525, 95.0, 90.3, 0.915	85.74	11	N/A	N/A
GCA_018650525.1_ASM1865052v1_genomic	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002499785	GCA_018654845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002499785	99.96	0.974	GCA_018654845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002499785	99.96	0.974	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012960975.1, s__MGIIb-O2 sp004195525, 95.0, 90.34, 0.923	85.83	11	N/A	N/A
GCA_018652905.1_ASM1865290v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__JABHZQ01;s__JABHZQ01 sp018656555	GCA_018656555.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__JABHZQ01;s__JABHZQ01 sp018656555	99.96	0.977	GCA_018656555.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__JABHZQ01;s__JABHZQ01 sp018656555	99.96	0.977	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.69	11	N/A	N/A
GCA_018656525.1_ASM1865652v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__1-14-0-10-32-24;s__1-14-0-10-32-24 sp018655525	GCA_018655525.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__1-14-0-10-32-24;s__1-14-0-10-32-24 sp018655525	99.9	0.967	GCA_018655525.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__1-14-0-10-32-24;s__1-14-0-10-32-24 sp018655525	99.9	0.967	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__1-14-0-10-32-24;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013204355.1, s__1-14-0-10-32-24 sp013204355, 95.0, 82.02, 0.684; GCA_002763025.1, s__1-14-0-10-32-24 sp002763025, 95.0, 80.56, 0.645	90.79	11	N/A	N/A
GCA_018658095.1_ASM1865809v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__GCA-2688265 sp018697095	GCA_018697095.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__GCA-2688265 sp018697095	100.0	0.993	GCA_018697095.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__GCA-2688265 sp018697095	100.0	0.993	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__GCA-2688265;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.88	11	N/A	N/A
GCA_019056735.1_ASM1905673v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	GCA_019057865.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	97.05	0.94	GCA_019057865.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	97.05	0.94	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016839585.1, s__Loki-b32 sp016839585, 95.0, 93.92, 0.817; GCA_005223125.1, s__Loki-b32 sp005223125, 95.0, 78.06, 0.319; GCA_013375485.1, s__Loki-b32 sp013375485, 95.0, 77.41, 0.314; GCA_019058365.1, s__Loki-b32 sp019058365, 95.0, 77.28, 0.296; GCA_016840085.1, s__Loki-b32 sp016840085, 95.0, 77.1, 0.296; GCA_020344955.1, s__Loki-b32 sp020344955, 95.0, 76.87, 0.244; GCA_016839635.1, s__Loki-b32 sp016839635, 95.0, 76.85, 0.241; GCA_016839915.1, s__Loki-b32 sp016839915, 95.0, 76.82, 0.286; GCA_020343655.1, s__Loki-b32 sp020343655, 95.0, 76.81, 0.244; GCA_019057975.1, s__Loki-b32 sp019057975, 95.0, 76.72, 0.251; GCA_019058425.1, s__Loki-b32 sp019058425, 95.0, 76.68, 0.254; GCA_019894975.1, s__Loki-b32 sp019894975, 95.0, 76.63, 0.206; GCA_016839655.1, s__Loki-b32 sp016839655, 95.0, 76.43, 0.231; GCA_019057775.1, s__Loki-b32 sp019057775, 95.0, 76.2, 0.224; GCA_019058245.1, s__Loki-b32 sp019058245, 95.0, 76.07, 0.088	67.59	11	N/A	N/A
GCA_019057815.1_ASM1905781v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__18H4-34 sp019057815	GCA_019057815.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__18H4-34 sp019057815	100.0	0.998	GCA_019057815.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__18H4-34 sp019057815	100.0	0.998	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__18H4-34;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023705985.1, s__18H4-34 sp023705985, 95.0, 92.58, 0.827	95.61	11	N/A	N/A
GCA_019057995.1_ASM1905799v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	GCA_019057865.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	95.1	0.627	GCA_019057865.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__Loki-b32 sp019057865	95.1	0.627	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__Loki-b32;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016839585.1, s__Loki-b32 sp016839585, 95.0, 92.77, 0.64; GCA_005223125.1, s__Loki-b32 sp005223125, 95.0, 78.18, 0.304; GCA_019057975.1, s__Loki-b32 sp019057975, 95.0, 77.66, 0.225; GCA_013375485.1, s__Loki-b32 sp013375485, 95.0, 77.58, 0.258; GCA_016840085.1, s__Loki-b32 sp016840085, 95.0, 77.33, 0.243; GCA_019058365.1, s__Loki-b32 sp019058365, 95.0, 77.12, 0.238; GCA_019894975.1, s__Loki-b32 sp019894975, 95.0, 76.75, 0.202; GCA_016839915.1, s__Loki-b32 sp016839915, 95.0, 76.7, 0.287; GCA_020343655.1, s__Loki-b32 sp020343655, 95.0, 76.63, 0.311; GCA_016839655.1, s__Loki-b32 sp016839655, 95.0, 76.54, 0.216; GCA_019058425.1, s__Loki-b32 sp019058425, 95.0, 76.52, 0.127; GCA_016839635.1, s__Loki-b32 sp016839635, 95.0, 76.5, 0.238; GCA_016839705.1, s__Loki-b32 sp016839705, 95.0, 76.41, 0.202; GCA_020344955.1, s__Loki-b32 sp020344955, 95.0, 76.34, 0.253; GCA_019058245.1, s__Loki-b32 sp019058245, 95.0, 76.28, 0.228	84.92	11	N/A	N/A
GCA_019058165.1_ASM1905816v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019058165	GCA_019058165.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019058165	100.0	0.985	GCA_019058165.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019058165	100.0	0.985	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013166835.1, s__JABLTI01 sp013166835, 95.0, 90.02, 0.749; GCA_023128635.1, s__JABLTI01 sp023128635, 95.0, 89.84, 0.817; GCA_019894765.1, s__JABLTI01 sp019894765, 95.0, 83.56, 0.744; GCA_019058275.1, s__JABLTI01 sp019058275, 95.0, 77.07, 0.225	76.29	11	N/A	N/A
GCA_019058195.1_ASM1905819v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019058275	GCA_019058275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019058275	99.5	0.956	GCA_019058275.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019058275	99.5	0.956	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019894765.1, s__JABLTI01 sp019894765, 95.0, 77.41, 0.258; GCA_013166835.1, s__JABLTI01 sp013166835, 95.0, 77.35, 0.249; GCA_023128635.1, s__JABLTI01 sp023128635, 95.0, 77.14, 0.238; GCA_019058165.1, s__JABLTI01 sp019058165, 95.0, 77.03, 0.232; GCA_016839405.1, s__JABLTI01 sp016839405, 95.0, 75.92, 0.108	87.78	11	N/A	N/A
GCA_019058215.1_ASM1905821v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__6H3-1;s__6H3-1 sp019058015	GCA_019058015.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__6H3-1;s__6H3-1 sp019058015	98.47	0.827	GCA_019058015.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__6H3-1;s__6H3-1 sp019058015	98.47	0.827	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__6H3-1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019058135.1, s__6H3-1 sp019058135, 95.0, 93.45, 0.786	84.86	11	N/A	N/A
GCA_019058415.1_ASM1905841v1_genomic	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__	N/A	N/A	N/A	N/A	N/A	GCA_019058295.1	95.0	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__SDNM01 sp019058295	94.32	0.383	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SDNM01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_004524535.1, s__SDNM01 sp004524535, 95.0, 90.3, 0.338; GCA_004524385.1, s__SDNM01 sp004524385, 95.0, 89.66, 0.511	49.63	11	0.99354	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_019322415.1_ASM1932241v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10200;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.13	11	0.68314	N/A
GCA_019323495.1_ASM1932349v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJKV01;g__WJKV01;s__WJKV01 sp019323495	GCA_019323495.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJKV01;g__WJKV01;s__WJKV01 sp019323495	100.0	0.99	GCA_019323495.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJKV01;g__WJKV01;s__WJKV01 sp019323495	100.0	0.99	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJKV01;g__WJKV01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014728875.1, s__WJKV01 sp014728875, 95.0, 79.62, 0.483; GCA_019322855.1, s__WJKV01 sp019322855, 95.0, 78.23, 0.427	89.48	11	N/A	N/A
GCA_019653175.1_ASM1965317v1_genomic	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.2	0.682	GCA_001629235.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629235	97.2	0.682	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001628485.1, s__MGIIb-O3 sp001628485, 95.0, 95.02, 0.813; GCA_902573015.1, s__MGIIb-O3 sp902573015, 95.0, 94.4, 0.636; GCA_902601345.1, s__MGIIb-O3 sp902601345, 95.0, 93.53, 0.571; GCA_001629255.1, s__MGIIb-O3 sp001629255, 95.0, 93.0, 0.768; GCA_902625325.1, s__MGIIb-O3 sp902625325, 95.0, 92.14, 0.697; GCA_902573085.1, s__MGIIb-O3 sp902573085, 95.0, 90.08, 0.556; GCA_002697065.1, s__MGIIb-O3 sp002697065, 95.0, 84.13, 0.51; GCA_002723045.1, s__MGIIb-O3 sp002723045, 95.0, 78.42, 0.253; GCA_003602515.1, s__MGIIb-O3 sp003602515, 95.0, 78.06, 0.318; GCA_002457155.1, s__MGIIb-O3 sp002457155, 95.0, 77.95, 0.258; GCA_002683155.1, s__MGIIb-O3 sp002683155, 95.0, 77.94, 0.217; GCA_002506755.1, s__MGIIb-O3 sp002506755, 95.0, 77.7, 0.099; GCA_014239955.1, s__MGIIb-O3 sp014239955, 95.0, 76.99, 0.293; GCA_004195615.1, s__MGIIb-O3 sp004195615, 95.0, 76.96, 0.278	14.08	11	N/A	Genome domain questionable ( 5.8% Bacterial, 15.1% Archaeal)
GCA_019654835.1_ASM1965483v1_genomic	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	N/A	N/A	N/A	N/A	N/A	GCA_019654055.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp019654055	93.82	0.735	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_022447095.1, s__Thalassarchaeum betae_B, 95.0, 85.26, 0.531; GCA_022448665.1, s__Thalassarchaeum sp002507125, 95.0, 83.55, 0.561; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 81.4, 0.531; GCA_004195715.1, s__Thalassarchaeum sp004195715, 95.0, 81.21, 0.612; GCA_014240285.1, s__Thalassarchaeum sp014240285, 95.0, 81.09, 0.633; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 80.73, 0.561; GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 80.22, 0.51; GCA_003193925.1, s__Thalassarchaeum betae_A, 95.0, 79.87, 0.602; GCA_002698225.1, s__Thalassarchaeum sp002698225, 95.0, 78.75, 0.337; GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 78.7, 0.265; GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 78.39, 0.296; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 77.83, 0.053	17.53	11	0.97592	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_019894765.1_ASM1989476v1_genomic	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019894765	GCA_019894765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019894765	100.0	0.991	GCA_019894765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp019894765	100.0	0.991	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013166835.1, s__JABLTI01 sp013166835, 95.0, 83.88, 0.761; GCA_019058165.1, s__JABLTI01 sp019058165, 95.0, 83.56, 0.744; GCA_023128635.1, s__JABLTI01 sp023128635, 95.0, 83.11, 0.828; GCA_019058275.1, s__JABLTI01 sp019058275, 95.0, 77.55, 0.245	84.85	11	N/A	N/A
GCA_020052935.1_ASM2005293v1_genomic	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11576;g__JABMQF01;s__JABMQF01 sp020052935	GCA_020052935.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11576;g__JABMQF01;s__JABMQF01 sp020052935	100.0	0.984	GCA_020052935.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11576;g__JABMQF01;s__JABMQF01 sp020052935	100.0	0.984	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11576;g__JABMQF01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018830225.1, s__JABMQF01 sp018830225, 95.0, 77.63, 0.278; GCA_016929255.1, s__JABMQF01 sp016929255, 95.0, 77.16, 0.262	75.86	11	N/A	N/A
GCA_020348285.1_ASM2034828v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__Kmv02;s__Kmv02 sp020346825	GCA_020346825.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__Kmv02;s__Kmv02 sp020346825	96.65	0.766	GCA_020346825.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__Kmv02;s__Kmv02 sp020346825	96.65	0.766	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__BA1;g__Kmv02;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014859755.1, s__Kmv02 sp014859755, 95.0, 79.68, 0.498	64.18	11	N/A	N/A
GCA_020833125.1_ASM2083312v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor allenii	GCA_023539495.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor allenii	98.64	0.628	GCA_023539495.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor allenii	98.64	0.628	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021323375.2, s__Wolframiiraptor gerlachensis, 95.0, 86.49, 0.626; GCA_023268255.1, s__Wolframiiraptor sinensis, 95.0, 79.48, 0.437	77.93	11	N/A	N/A
GCA_021158305.1_ASM2115830v1_genomic	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp021158305	GCA_021158305.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp021158305	100.0	0.987	GCA_021158305.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__B63 sp021158305	100.0	0.987	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__B26-1;g__B63;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021162225.1, s__B63 sp021162225, 95.0, 90.49, 0.657; GCA_003601695.1, s__B63 sp003601695, 95.0, 82.79, 0.616	86.77	11	N/A	N/A
