"env","genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"skin_mag","SAMPLE_1554_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1555_bin_1",5,0,5,0,0
"skin_mag","SAMPLE_1556_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1557_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1557_bin_2",2,0,3,0,0
"skin_mag","SAMPLE_1557_bin_3",2,0,2,0,0
"skin_mag","SAMPLE_1558_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1559_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1559_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_156_bin_1",2,0,3,0,0
"skin_mag","SAMPLE_1560_bin_1",1,0,10,0,1
"skin_mag","SAMPLE_1560_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1560_bin_4",1,2,28,14,1
"skin_mag","SAMPLE_1561_bin_1",5,2,51,14,1
"skin_mag","SAMPLE_1561_bin_2",3,2,23,3,1
"skin_mag","SAMPLE_1561_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1562_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1563_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1564_bin_2",3,0,3,0,0
"skin_mag","SAMPLE_1565_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1566_bin_1",2,2,16,10,1
"skin_mag","SAMPLE_1566_bin_2",2,0,2,0,0
"skin_mag","SAMPLE_1567_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1568_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1569_bin_1",1,0,2,0,0
"skin_mag","SAMPLE_157_bin_1",2,2,25,14,1
"skin_mag","SAMPLE_157_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_157_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1570_bin_1",2,1,14,1,1
"skin_mag","SAMPLE_1570_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1570_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1570_bin_4",8,1,30,2,1
"skin_mag","SAMPLE_1571_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1571_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1572_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1573_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1574_bin_1",6,3,44,8,1
"skin_mag","SAMPLE_1574_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1575_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1575_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1575_bin_3",3,1,3,1,0
"skin_mag","SAMPLE_1576_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1576_bin_2",3,1,3,1,0
"skin_mag","SAMPLE_1576_bin_3",5,0,5,0,0
"skin_mag","SAMPLE_1577_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1577_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1578_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1579_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_158_bin_1",3,0,8,0,0
"skin_mag","SAMPLE_158_bin_3",2,0,2,0,0
"skin_mag","SAMPLE_158_bin_4",2,2,32,14,1
"skin_mag","SAMPLE_158_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_1580_bin_1",5,1,5,1,0
"skin_mag","SAMPLE_1580_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1581_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1582_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1583_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1584_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1585_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1586_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1588_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1589_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_159_bin_10",1,0,1,0,0
"skin_mag","SAMPLE_159_bin_2",1,1,6,3,1
"skin_mag","SAMPLE_159_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_159_bin_4",2,0,4,0,0
"skin_mag","SAMPLE_159_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_159_bin_6",7,0,9,0,0
"skin_mag","SAMPLE_159_bin_9",4,0,4,0,0
"skin_mag","SAMPLE_1590_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1591_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1591_bin_2",3,0,56,0,1
"skin_mag","SAMPLE_1592_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1593_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1594_bin_1",3,3,3,3,0
"skin_mag","SAMPLE_1595_bin_1",5,0,5,0,0
"skin_mag","SAMPLE_1595_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1596_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1597_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1598_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1599_bin_1",8,1,13,1,0
"skin_mag","SAMPLE_16_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_16_bin_2",2,0,2,0,0
"skin_mag","SAMPLE_16_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_160_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_160_bin_4",3,0,6,0,1
"skin_mag","SAMPLE_160_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_160_bin_6",0,0,0,0,0
"skin_mag","SAMPLE_1600_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1601_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1602_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1603_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1604_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1605_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1606_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1607_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1608_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1609_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_161_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_161_bin_4",4,5,34,22,2
"skin_mag","SAMPLE_161_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_1610_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1611_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1612_bin_1",1,1,1,1,0
"skin_mag","SAMPLE_1613_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1613_bin_3",4,0,4,0,0
"skin_mag","SAMPLE_1614_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1615_bin_2",1,2,2,5,0
"skin_mag","SAMPLE_1616_bin_2",7,1,10,1,0
"skin_mag","SAMPLE_1617_bin_2",6,0,9,0,0
"skin_mag","SAMPLE_1618_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1619_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_162_bin_1",2,2,3,14,0
"skin_mag","SAMPLE_162_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1620_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1621_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1622_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1623_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1624_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1625_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1626_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1626_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1627_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1627_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1628_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1629_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_163_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_163_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1630_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1630_bin_3",2,0,3,0,0
"skin_mag","SAMPLE_1630_bin_4",1,0,1,0,0
"skin_mag","SAMPLE_1630_bin_5",2,0,2,0,0
"skin_mag","SAMPLE_1630_bin_6",0,0,0,0,0
"skin_mag","SAMPLE_1631_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1632_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1632_bin_2",1,1,3,2,0
"skin_mag","SAMPLE_1633_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1633_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1634_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1634_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1634_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1635_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1635_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1636_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1636_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1636_bin_4",3,0,4,0,0
"skin_mag","SAMPLE_1636_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_1637_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1638_bin_1",3,1,3,1,0
"skin_mag","SAMPLE_1638_bin_2",5,0,5,0,0
"skin_mag","SAMPLE_1639_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1639_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_164_bin_2",2,0,2,0,0
"skin_mag","SAMPLE_1640_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1640_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1640_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1641_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1642_bin_1",4,1,4,1,0
"skin_mag","SAMPLE_1642_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1642_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1643_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1643_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1643_bin_3",3,1,3,1,0
"skin_mag","SAMPLE_1644_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1645_bin_2",1,1,1,1,0
"skin_mag","SAMPLE_1646_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1646_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1646_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1647_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1647_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1648_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1648_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1649_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_165_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_165_bin_3",2,0,63,0,1
"skin_mag","SAMPLE_165_bin_4",6,2,33,12,1
"skin_mag","SAMPLE_165_bin_5",1,0,1,0,0
"skin_mag","SAMPLE_1650_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1651_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1652_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1653_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1653_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1653_bin_3",1,1,29,4,1
"skin_mag","SAMPLE_1653_bin_4",2,0,2,0,0
"skin_mag","SAMPLE_1654_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1654_bin_2",3,3,88,16,2
"skin_mag","SAMPLE_1655_bin_1",3,2,50,11,1
"skin_mag","SAMPLE_1655_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1656_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1657_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1658_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1659_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_166_bin_1",4,0,222,0,4
"skin_mag","SAMPLE_166_bin_10",3,0,6,0,1
"skin_mag","SAMPLE_166_bin_11",4,1,7,1,0
"skin_mag","SAMPLE_166_bin_12",1,1,1,1,0
"skin_mag","SAMPLE_166_bin_13",0,0,0,0,0
"skin_mag","SAMPLE_166_bin_15",2,0,2,0,0
"skin_mag","SAMPLE_166_bin_16",6,0,6,0,0
"skin_mag","SAMPLE_166_bin_18",0,0,0,0,0
"skin_mag","SAMPLE_166_bin_2",7,2,31,12,2
"skin_mag","SAMPLE_166_bin_20",2,0,2,0,0
"skin_mag","SAMPLE_166_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_166_bin_4",1,0,1,0,0
"skin_mag","SAMPLE_166_bin_6",3,0,3,0,0
"skin_mag","SAMPLE_166_bin_7",3,0,3,0,0
"skin_mag","SAMPLE_166_bin_8",7,6,96,26,3
"skin_mag","SAMPLE_1660_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1661_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1661_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1662_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1663_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1664_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1665_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1666_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1666_bin_2",3,0,4,0,0
"skin_mag","SAMPLE_1667_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1668_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1669_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_167_bin_1",6,0,6,0,0
"skin_mag","SAMPLE_167_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_167_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1670_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1670_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1671_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1671_bin_2",6,0,15,0,1
"skin_mag","SAMPLE_1671_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1671_bin_4",4,2,72,14,1
"skin_mag","SAMPLE_1671_bin_5",2,1,2,1,0
"skin_mag","SAMPLE_1671_bin_7",4,0,4,0,0
"skin_mag","SAMPLE_1672_bin_1",5,0,12,0,1
"skin_mag","SAMPLE_1672_bin_2",1,1,1,1,0
"skin_mag","SAMPLE_1672_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1672_bin_4",5,0,5,0,0
"skin_mag","SAMPLE_1672_bin_5",1,0,3,0,0
"skin_mag","SAMPLE_1672_bin_6",2,0,2,0,0
"skin_mag","SAMPLE_1673_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1673_bin_2",16,0,21,0,1
"skin_mag","SAMPLE_1674_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1674_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1675_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1676_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1677_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1678_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1679_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_168_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_168_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_168_bin_4",1,0,1,0,0
"skin_mag","SAMPLE_1680_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1681_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1682_bin_1",5,0,5,0,0
"skin_mag","SAMPLE_1683_bin_1",6,0,6,0,0
"skin_mag","SAMPLE_1683_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1683_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1683_bin_4",1,0,1,0,0
"skin_mag","SAMPLE_1683_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_1683_bin_6",1,0,1,0,0
"skin_mag","SAMPLE_1683_bin_7",5,0,9,0,1
"skin_mag","SAMPLE_1684_bin_1",1,2,1,8,0
"skin_mag","SAMPLE_1684_bin_2",1,0,2,0,0
"skin_mag","SAMPLE_1684_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1684_bin_4",1,0,1,0,0
"skin_mag","SAMPLE_1684_bin_5",6,0,6,0,0
"skin_mag","SAMPLE_1684_bin_6",4,4,59,18,3
"skin_mag","SAMPLE_1684_bin_7",0,0,0,0,0
"skin_mag","SAMPLE_1685_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1685_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1686_bin_3",7,0,8,0,0
"skin_mag","SAMPLE_1686_bin_4",0,0,0,0,0
"skin_mag","SAMPLE_1687_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1688_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1688_bin_2",6,0,6,0,0
"skin_mag","SAMPLE_1688_bin_3",2,2,7,5,1
"skin_mag","SAMPLE_1688_bin_4",2,0,3,0,0
"skin_mag","SAMPLE_1689_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1689_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1689_bin_4",1,0,1,0,0
"skin_mag","SAMPLE_1689_bin_5",1,1,2,1,0
"skin_mag","SAMPLE_169_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_169_bin_2",8,2,33,12,1
"skin_mag","SAMPLE_1690_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1691_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1691_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1691_bin_4",5,1,6,1,0
"skin_mag","SAMPLE_1692_bin_1",5,0,5,0,0
"skin_mag","SAMPLE_1693_bin_1",5,0,5,0,0
"skin_mag","SAMPLE_1694_bin_1",4,0,4,0,0
"skin_mag","SAMPLE_1695_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1696_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1697_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1698_bin_1",3,1,35,2,2
"skin_mag","SAMPLE_1699_bin_1",3,1,3,1,0
"skin_mag","SAMPLE_17_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_17_bin_2",3,0,3,0,0
"skin_mag","SAMPLE_17_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_17_bin_4",2,2,24,14,1
"skin_mag","SAMPLE_17_bin_5",2,2,7,14,1
"skin_mag","SAMPLE_17_bin_6",2,0,2,0,0
"skin_mag","SAMPLE_170_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_170_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_170_bin_3",3,1,3,1,0
"skin_mag","SAMPLE_170_bin_4",2,5,18,15,2
"skin_mag","SAMPLE_1700_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1700_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1701_bin_1",4,2,105,14,2
"skin_mag","SAMPLE_1701_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1701_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1701_bin_4",14,2,85,14,3
"skin_mag","SAMPLE_1702_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1703_bin_1",3,0,5,0,0
"skin_mag","SAMPLE_1703_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1703_bin_3",2,0,2,0,0
"skin_mag","SAMPLE_1703_bin_4",2,0,2,0,0
"skin_mag","SAMPLE_1703_bin_5",6,0,6,0,0
"skin_mag","SAMPLE_1703_bin_6",2,0,2,0,0
"skin_mag","SAMPLE_1703_bin_7",1,0,1,0,0
"skin_mag","SAMPLE_1704_bin_1",9,3,35,15,1
"skin_mag","SAMPLE_1704_bin_2",1,1,1,1,0
"skin_mag","SAMPLE_1704_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1704_bin_4",0,0,0,0,0
"skin_mag","SAMPLE_1704_bin_5",1,0,6,0,1
"skin_mag","SAMPLE_1704_bin_6",1,0,1,0,0
"skin_mag","SAMPLE_1705_bin_1",2,2,17,5,1
"skin_mag","SAMPLE_1705_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1705_bin_4",9,2,34,14,1
"skin_mag","SAMPLE_1706_bin_1",3,0,5,0,0
"skin_mag","SAMPLE_1707_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1707_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1708_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1708_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1708_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1709_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1709_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_171_bin_1",4,0,4,0,0
"skin_mag","SAMPLE_171_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1710_bin_1",4,0,4,0,0
"skin_mag","SAMPLE_1711_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1712_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1713_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1714_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1715_bin_1",1,1,10,1,1
"skin_mag","SAMPLE_1716_bin_1",1,0,10,0,1
"skin_mag","SAMPLE_1717_bin_1",1,2,10,14,1
"skin_mag","SAMPLE_1718_bin_1",1,0,10,0,1
"skin_mag","SAMPLE_1719_bin_1",1,0,11,0,1
"skin_mag","SAMPLE_172_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1720_bin_2",2,0,2,0,0
"skin_mag","SAMPLE_1721_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1723_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1724_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1725_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1726_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1727_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1728_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1729_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_173_bin_1",6,0,7,0,0
"skin_mag","SAMPLE_173_bin_4",2,0,2,0,0
"skin_mag","SAMPLE_173_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_173_bin_6",2,0,2,0,0
"skin_mag","SAMPLE_173_bin_7",0,0,0,0,0
"skin_mag","SAMPLE_173_bin_8",2,0,2,0,0
"skin_mag","SAMPLE_1730_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1731_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1732_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1733_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1734_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1735_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1738_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1739_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1739_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_174_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_174_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_174_bin_3",2,0,2,0,0
"skin_mag","SAMPLE_174_bin_4",1,0,1,0,0
"skin_mag","SAMPLE_174_bin_6",3,0,3,0,0
"skin_mag","SAMPLE_1740_bin_2",4,0,4,0,0
"skin_mag","SAMPLE_1740_bin_3",1,0,1,0,0
"skin_mag","SAMPLE_1741_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1742_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1742_bin_2",2,2,10,14,1
"skin_mag","SAMPLE_1742_bin_3",2,0,2,0,0
"skin_mag","SAMPLE_1742_bin_4",2,0,2,0,0
"skin_mag","SAMPLE_1743_bin_1",4,0,4,0,0
"skin_mag","SAMPLE_1743_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1743_bin_5",1,2,6,14,1
"skin_mag","SAMPLE_1744_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1745_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1746_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1747_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1748_bin_1",2,0,2,0,0
"skin_mag","SAMPLE_1748_bin_2",3,0,3,0,0
"skin_mag","SAMPLE_1748_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1749_bin_1",4,0,4,0,0
"skin_mag","SAMPLE_1749_bin_2",3,0,3,0,0
"skin_mag","SAMPLE_175_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_175_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_175_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_175_bin_4",2,0,2,0,0
"skin_mag","SAMPLE_175_bin_5",0,0,0,0,0
"skin_mag","SAMPLE_175_bin_6",2,0,2,0,0
"skin_mag","SAMPLE_1750_bin_1",3,0,3,0,0
"skin_mag","SAMPLE_1750_bin_2",1,0,1,0,0
"skin_mag","SAMPLE_1750_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1751_bin_1",4,0,4,0,0
"skin_mag","SAMPLE_1751_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1752_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1754_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1755_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1756_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1757_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1758_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1759_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_176_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_1760_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1761_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1762_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1763_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1764_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1765_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1766_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1766_bin_2",1,0,2,0,0
"skin_mag","SAMPLE_1766_bin_3",0,0,0,0,0
"skin_mag","SAMPLE_1767_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1768_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_1769_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_177_bin_1",0,0,0,0,0
"skin_mag","SAMPLE_177_bin_11",1,0,1,0,0
"skin_mag","SAMPLE_177_bin_12",3,0,3,0,0
"skin_mag","SAMPLE_177_bin_13",0,0,0,0,0
"skin_mag","SAMPLE_177_bin_15",0,0,0,0,0
"skin_mag","SAMPLE_177_bin_18",5,2,15,14,1
"skin_mag","SAMPLE_177_bin_19",0,0,0,0,0
"skin_mag","SAMPLE_177_bin_2",0,0,0,0,0
"skin_mag","SAMPLE_177_bin_3",2,0,2,0,0
"skin_mag","SAMPLE_177_bin_4",0,0,0,0,0
"skin_mag","SAMPLE_177_bin_6",1,0,1,0,0
"skin_mag","SAMPLE_177_bin_7",1,0,1,0,0
"skin_mag","SAMPLE_1770_bin_1",1,0,1,0,0
"skin_mag","SAMPLE_1771_bin_1",0,0,0,0,0
