"genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"GCA_014729935.1_ASM1472993v1_genomic.fna",0,0,0,0,0
"GCA_015522055.1_ASM1552205v1_genomic.fna",0,0,0,0,0
"GCA_016180275.1_ASM1618027v1_genomic.fna",2,0,2,0,0
"GCA_016185625.1_ASM1618562v1_genomic.fna",2,0,2,0,0
"GCA_016187745.1_ASM1618774v1_genomic.fna",1,0,1,0,0
"GCA_016215465.1_ASM1621546v1_genomic.fna",8,0,40,0,1
"GCA_016927555.1_ASM1692755v1_genomic.fna",1,0,1,0,0
"GCA_016930555.1_ASM1693055v1_genomic.fna",0,0,0,0,0
"GCA_017601305.1_ASM1760130v1_genomic.fna",2,0,2,0,0
"GCA_017609965.1_ASM1760996v1_genomic.fna",3,0,3,0,0
"GCA_017934305.1_ASM1793430v1_genomic.fna",2,3,4,6,0
"GCA_017936705.1_ASM1793670v1_genomic.fna",0,0,0,0,0
"GCA_018262855.1_ASM1826285v1_genomic.fna",3,0,3,0,0
"GCA_018433005.1_SV3_genomic.fna",3,0,3,0,0
"GCA_018646185.1_ASM1864618v1_genomic.fna",2,0,2,0,0
"GCA_018661155.1_ASM1866115v1_genomic.fna",0,0,0,0,0
"GCA_018666355.1_ASM1866635v1_genomic.fna",2,0,2,0,0
"GCA_018895095.1_ASM1889509v1_genomic.fna",2,2,5,3,1
"GCA_019323555.1_ASM1932355v1_genomic.fna",0,0,0,0,0
"GCA_020027485.1_ASM2002748v1_genomic.fna",13,0,20,0,0
"GCA_020343615.1_ASM2034361v1_genomic.fna",1,0,1,0,0
"GCA_020431985.1_ASM2043198v1_genomic.fna",1,0,1,0,0
"GCA_020736935.1_ASM2073693v1_genomic.fna",1,1,1,7,0
"GCA_021162085.1_ASM2116208v1_genomic.fna",2,1,2,1,0
"GCA_021786335.1_ASM2178633v1_genomic.fna",1,1,9,1,1
"GCA_021801785.1_ASM2180178v1_genomic.fna",0,0,0,0,0
"GCA_021809545.1_ASM2180954v1_genomic.fna",1,0,1,0,0
"GCA_021827945.1_ASM2182794v1_genomic.fna",1,3,12,8,1
"GCA_021834905.1_ASM2183490v1_genomic.fna",0,0,0,0,0
"GCA_021835345.1_ASM2183534v1_genomic.fna",2,1,2,1,0
"GCA_021835425.1_ASM2183542v1_genomic.fna",1,0,1,0,0
"GCA_021844865.1_ASM2184486v1_genomic.fna",0,0,0,0,0
"GCA_022015215.1_ASM2201521v1_genomic.fna",1,0,3,0,0
"GCA_022015295.1_ASM2201529v1_genomic.fna",1,0,1,0,0
"GCA_022653015.1_ASM2265301v1_genomic.fna",9,0,22,0,1
"GCA_022711095.1_ASM2271109v1_genomic.fna",1,0,1,0,0
"GCA_023131275.1_ASM2313127v1_genomic.fna",5,0,6,0,0
"GCA_023256015.1_ASM2325601v1_genomic.fna",0,0,0,0,0
"GCA_023265715.1_ASM2326571v1_genomic.fna",0,0,0,0,0
"GCA_023379805.1_ASM2337980v1_genomic.fna",1,0,43,0,1
"GCA_023443565.1_ASM2344356v1_genomic.fna",8,1,8,1,0
"GCA_023488695.1_ASM2348869v1_genomic.fna",0,0,0,0,0
"GCA_025923815.1_ASM2592381v1_genomic.fna",5,0,5,0,0
"GCA_025929095.1_ASM2592909v1_genomic.fna",5,0,5,0,0
"GCA_026396385.1_ASM2639638v1_genomic.fna",1,0,1,0,0
"GCA_026414365.1_ASM2641436v1_genomic.fna",7,1,73,1,6
"GCA_027013765.1_ASM2701376v1_genomic.fna",4,2,33,11,2
"GCA_027042845.1_ASM2704284v1_genomic.fna",6,0,39,0,4
"GCA_027054595.1_ASM2705459v1_genomic.fna",1,0,18,0,1
"GCA_027077125.1_ASM2707712v1_genomic.fna",7,4,28,5,4
"GCA_027082335.1_ASM2708233v1_genomic.fna",2,0,14,0,2
"GCA_027309865.1_ASM2730986v1_genomic.fna",0,0,0,0,0
"GCA_027315985.1_ASM2731598v1_genomic.fna",0,0,0,0,0
"GCA_027319365.1_ASM2731936v1_genomic.fna",0,0,0,0,0
"GCA_027319875.1_ASM2731987v1_genomic.fna",0,0,0,0,0
"GCA_027320055.1_ASM2732005v1_genomic.fna",0,0,0,0,0
"GCA_027328265.1_ASM2732826v1_genomic.fna",0,0,0,0,0
"GCA_027329945.1_ASM2732994v1_genomic.fna",1,0,1,0,0
"GCA_027332165.1_ASM2733216v1_genomic.fna",0,0,0,0,0
"GCA_027353725.1_ASM2735372v1_genomic.fna",0,0,0,0,0
"GCA_027363005.1_ASM2736300v1_genomic.fna",0,0,0,0,0
"GCA_027364175.1_ASM2736417v1_genomic.fna",0,0,0,0,0
"GCA_027368685.1_ASM2736868v1_genomic.fna",0,0,0,0,0
"GCA_027374895.1_ASM2737489v1_genomic.fna",0,0,0,0,0
"GCA_027376425.1_ASM2737642v1_genomic.fna",0,0,0,0,0
"GCA_027377735.1_ASM2737773v1_genomic.fna",1,0,1,0,0
"GCA_027381015.1_ASM2738101v1_genomic.fna",0,0,0,0,0
"GCA_027381545.1_ASM2738154v1_genomic.fna",0,0,0,0,0
"GCA_027382255.1_ASM2738225v1_genomic.fna",0,0,0,0,0
"GCA_027459185.1_ASM2745918v1_genomic.fna",4,1,37,5,3
"GCA_902552125.1_AG-365-G18_genomic.fna",0,0,0,0,0
"GCA_902768415.1_Rumen_uncultured_genome_RUG11363_genomic.fna",15,0,25,0,0
"GCA_903830115.1_freshwater_MAG_---_AM-sed-core3-D1_bin-725_genomic.fna",2,2,8,3,1
"GCA_903871745.1_freshwater_MAG_---_AlinenSedimentsCore2_bin-2292_genomic.fna",2,1,2,1,0
"GCA_937896335.1_SRR6823441_bin.1_CONCOCT_v1.1_MAG_genomic.fna",14,1,54,1,3
"GCA_937911945.1_ERR599032_bin.99_CONCOCT_v1.1_MAG_genomic.fna",4,0,6,0,0
"GCA_946061245.1_SRR11551379_bin.16_metaWRAP_v1.3_MAG_genomic.fna",1,0,2,0,0
"GCF_000017165.1_ASM1716v1_genomic.fna",4,2,105,13,1
"GCF_000022405.1_ASM2240v1_genomic.fna",5,3,184,27,3
"GCF_000190095.1_ASM19009v2_genomic.fna",7,0,11,0,0
"GCF_000243455.1_ASM24345v2_genomic.fna",9,2,63,8,4
"GCF_000317795.1_ASM31779v1_genomic.fna",6,0,7,0,0
"GCF_000328665.1_ASM32866v1_genomic.fna",4,0,26,0,2
"GCF_000337555.1_ASM33755v1_genomic.fna",4,1,43,9,2
"GCF_000970125.1_ASM97012v1_genomic.fna",11,2,217,11,5
"GCF_000979455.1_gtlEnvA5udCFS_genomic.fna",13,2,110,9,2
"GCF_001304615.2_ASM130461v2_genomic.fna",16,2,162,14,3
"GCF_004099695.1_ASM409969v1_genomic.fna",24,1,102,8,3
"GCF_004116405.1_ASM411640v1_genomic.fna",6,1,77,9,3
"GCF_004799665.1_ASM479966v1_genomic.fna",10,0,12,0,0
"GCF_006861665.1_ASM686166v1_genomic.fna",5,0,7,0,0
"GCF_009741785.1_ASM974178v1_genomic.fna",4,0,9,0,1
"GCF_009807105.1_ASM980710v1_genomic.fna",5,1,7,1,0
"GCF_009898475.1_ASM989847v1_genomic.fna",6,0,14,0,0
"GCF_012027555.1_ASM1202755v1_genomic.fna",4,1,83,7,3
"GCF_024494695.1_ASM2449469v1_genomic.fna",2,0,3,0,0
"GCF_900083515.1_ASM90008351v1_genomic.fna",2,0,58,0,1
"GCF_900107205.1_IMG-taxon_2654587885_annotated_assembly_genomic.fna",6,0,6,0,0
"GCF_900116525.1_IMG-taxon_2595698250_annotated_assembly_genomic.fna",14,1,16,6,0
"GCA_000789255.1_ASM78925v1_genomic.fna",4,1,33,8,2
"GCA_001483125.1_ASM148312v1_genomic.fna",4,0,4,0,0
"GCA_001549315.1_SCGC-AAA382K21_genomic.fna",1,0,1,0,0
"GCA_001563905.1_ASM156390v1_genomic.fna",0,0,0,0,0
"GCA_001766815.1_ASM176681v1_genomic.fna",4,1,35,8,1
"GCA_001768965.1_ASM176896v1_genomic.fna",0,0,0,0,0
"GCA_001786425.1_ASM178642v1_genomic.fna",2,1,2,1,0
"GCA_002170365.2_ASM217036v2_genomic.fna",2,0,5,0,0
"GCA_002412065.1_ASM241206v1_genomic.fna",2,0,3,0,0
"GCA_002496725.1_ASM249672v1_genomic.fna",0,0,0,0,0
"GCA_002498205.1_ASM249820v1_genomic.fna",4,0,10,0,0
"GCA_002498535.1_ASM249853v1_genomic.fna",2,0,3,0,0
"GCA_002499655.1_ASM249965v1_genomic.fna",0,0,0,0,0
"GCA_002502255.1_ASM250225v1_genomic.fna",0,0,0,0,0
"GCA_002503675.1_ASM250367v1_genomic.fna",1,0,2,0,0
"GCA_002505145.1_ASM250514v1_genomic.fna",0,0,0,0,0
"GCA_002508765.1_ASM250876v1_genomic.fna",6,2,47,10,1
"GCA_002722625.1_ASM272262v1_genomic.fna",1,0,1,0,0
"GCA_002731655.1_ASM273165v1_genomic.fna",0,0,0,0,0
"GCA_002779795.1_ASM277979v1_genomic.fna",1,0,1,0,0
"GCA_003156255.1_20120600_S2D_genomic.fna",2,0,2,0,0
"GCA_003159635.1_20120700_S3D_genomic.fna",1,0,1,0,0
"GCA_003164755.1_20120700_S1D_genomic.fna",5,0,6,0,0
"GCA_003202545.1_ASM320254v1_genomic.fna",0,0,0,0,0
"GCA_003324595.1_ASM332459v1_genomic.fna",1,0,1,0,0
"GCA_003589585.1_ASM358958v1_genomic.fna",0,0,0,0,0
"GCA_003601785.1_ASM360178v1_genomic.fna",0,0,0,0,0
"GCA_003650875.1_ASM365087v1_genomic.fna",2,2,2,6,0
"GCA_003672515.1_ASM367251v1_genomic.fna",0,0,0,0,0
"GCA_003724275.1_ASM372427v1_genomic.fna",8,0,10,0,0
"GCA_004347835.1_ASM434783v1_genomic.fna",1,0,3,0,0
"GCA_005877365.1_ASM587736v1_genomic.fna",2,0,2,0,0
"GCA_009668725.1_ASM966872v1_genomic.fna",1,0,1,0,0
"GCA_009838485.1_ASM983848v1_genomic.fna",0,0,0,0,0
"GCA_009887135.1_ASM988713v1_genomic.fna",1,0,2,0,0
"GCA_011042085.1_ASM1104208v1_genomic.fna",1,0,1,0,0
"GCA_011372335.1_ASM1137233v1_genomic.fna",1,0,1,0,0
"GCA_012729025.1_ASM1272902v1_genomic.fna",5,1,138,7,1
"GCA_012797645.1_ASM1279764v1_genomic.fna",1,0,9,0,1
"GCA_012961065.1_ASM1296106v1_genomic.fna",0,0,0,0,0
"GCA_013151465.1_ASM1315146v1_genomic.fna",2,1,2,1,0
"GCA_013153105.1_ASM1315310v1_genomic.fna",0,0,0,0,0
"GCA_013331265.1_ASM1333126v1_genomic.fna",7,2,13,4,1
"GCA_015062805.1_ASM1506280v1_genomic.fna",5,2,93,11,1
"GCA_015521075.1_ASM1552107v1_genomic.fna",2,2,15,8,2
"GCA_016177205.1_ASM1617720v1_genomic.fna",0,0,0,0,0
"GCA_016192905.1_ASM1619290v1_genomic.fna",0,0,0,0,0
"GCA_016196285.1_ASM1619628v1_genomic.fna",2,0,2,0,0
"GCA_016840435.1_ASM1684043v1_genomic.fna",2,0,8,0,0
"GCA_016840695.1_ASM1684069v1_genomic.fna",1,0,1,0,0
"GCA_016844465.1_ASM1684446v1_genomic.fna",2,0,5,0,0
"GCA_017608825.1_ASM1760882v1_genomic.fna",0,0,0,0,0
"GCA_017652815.1_ASM1765281v1_genomic.fna",10,0,10,0,0
"GCA_018335095.1_ASM1833509v1_genomic.fna",0,0,0,0,0
"GCA_018624355.1_ASM1862435v1_genomic.fna",0,0,0,0,0
"GCA_018647405.1_ASM1864740v1_genomic.fna",2,0,2,0,0
"GCA_018655525.1_ASM1865552v1_genomic.fna",0,0,0,0,0
"GCA_018663865.1_ASM1866386v1_genomic.fna",2,1,2,1,0
"GCA_018697095.1_ASM1869709v1_genomic.fna",0,0,0,0,0
"GCA_019322735.1_ASM1932273v1_genomic.fna",3,0,6,0,0
"GCA_019651455.1_ASM1965145v1_genomic.fna",0,0,0,0,0
"GCA_019694635.1_ASM1969463v1_genomic.fna",5,0,10,0,0
"GCA_020028255.1_ASM2002825v1_genomic.fna",4,0,4,0,0
"GCA_020341775.1_ASM2034177v1_genomic.fna",0,0,0,0,0
"GCA_020344955.1_ASM2034495v1_genomic.fna",2,0,9,0,0
"GCA_020348345.1_ASM2034834v1_genomic.fna",0,0,0,0,0
"GCA_020723115.1_ASM2072311v1_genomic.fna",1,0,17,0,1
"GCA_020724205.1_ASM2072420v1_genomic.fna",0,0,0,0,0
"GCA_020833485.1_ASM2083348v1_genomic.fna",3,2,42,7,3
"GCA_020854775.1_ASM2085477v1_genomic.fna",8,2,28,2,1
"GCA_021159365.1_ASM2115936v1_genomic.fna",4,0,16,0,1
"GCA_021617285.1_ASM2161728v1_genomic.fna",2,0,2,0,0
"GCA_021792595.1_ASM2179259v1_genomic.fna",0,0,0,0,0
"GCA_021794355.1_ASM2179435v1_genomic.fna",9,5,117,11,2
"GCA_021796665.1_ASM2179666v1_genomic.fna",1,0,18,0,1
"GCA_021828325.1_ASM2182832v1_genomic.fna",1,3,14,10,1
"GCA_021832245.1_ASM2183224v1_genomic.fna",0,0,0,0,0
"GCA_021845245.1_ASM2184524v1_genomic.fna",1,0,1,0,0
"GCA_021846635.1_ASM2184663v1_genomic.fna",0,0,0,0,0
"GCA_022545345.1_ASM2254534v1_genomic.fna",0,0,0,0,0
"GCA_022839005.1_ASM2283900v1_genomic.fna",4,0,10,0,1
"GCA_022866985.1_ASM2286698v1_genomic.fna",3,0,3,0,0
"GCA_023252575.1_ASM2325257v1_genomic.fna",3,0,37,0,3
"GCA_023379405.1_ASM2337940v1_genomic.fna",0,0,0,0,0
"GCA_023380355.1_ASM2338035v1_genomic.fna",0,0,0,0,0
"GCA_023453475.1_ASM2345347v1_genomic.fna",3,2,35,13,1
"GCA_023705765.1_ASM2370576v1_genomic.fna",5,0,8,0,0
"GCA_024280435.1_ASM2428043v1_genomic.fna",11,0,102,0,4
"GCA_024464195.1_ASM2446419v1_genomic.fna",1,0,1,0,0
"GCA_024640265.1_ASM2464026v1_genomic.fna",2,0,2,0,0
"GCA_024650005.1_ASM2465000v1_genomic.fna",3,0,3,0,0
"GCA_026394395.1_ASM2639439v1_genomic.fna",3,0,7,0,0
"GCA_027002605.1_ASM2700260v1_genomic.fna",0,0,0,0,0
"GCA_027014065.1_ASM2701406v1_genomic.fna",6,4,19,7,1
"GCA_027017365.1_ASM2701736v1_genomic.fna",0,0,0,0,0
"GCA_027018115.1_ASM2701811v1_genomic.fna",6,1,32,2,2
"GCA_027028455.1_ASM2702845v1_genomic.fna",4,0,5,0,0
"GCA_027051095.1_ASM2705109v1_genomic.fna",1,0,28,0,1
"GCA_027053615.1_ASM2705361v1_genomic.fna",1,0,4,0,0
"GCA_027059365.1_ASM2705936v1_genomic.fna",2,4,30,27,2
"GCA_027101415.1_ASM2710141v1_genomic.fna",4,2,16,5,2
"GCA_027330515.1_ASM2733051v1_genomic.fna",1,0,1,0,0
"GCA_027341725.1_ASM2734172v1_genomic.fna",0,0,0,0,0
"GCA_027351865.1_ASM2735186v1_genomic.fna",6,0,52,0,3
"GCA_027366495.1_ASM2736649v1_genomic.fna",0,0,0,0,0
"GCA_027368645.1_ASM2736864v1_genomic.fna",0,0,0,0,0
"GCA_027370735.1_ASM2737073v1_genomic.fna",1,0,1,0,0
"GCA_027374455.1_ASM2737445v1_genomic.fna",0,0,0,0,0
"GCA_027376135.1_ASM2737613v1_genomic.fna",4,5,19,13,2
"GCA_027377625.1_ASM2737762v1_genomic.fna",0,0,0,0,0
"GCA_027379015.1_ASM2737901v1_genomic.fna",2,0,2,0,0
"GCA_027380115.1_ASM2738011v1_genomic.fna",0,0,0,0,0
"GCA_027387255.1_ASM2738725v1_genomic.fna",2,0,2,0,0
"GCA_903858605.1_freshwater_MAG_---_AlinenSedimentsCore1_bin-1495_genomic.fna",2,0,2,0,0
"GCA_903898965.1_freshwater_MAG_---_AlinenSediments_bin-1158_genomic.fna",0,0,0,0,0
"GCA_937911185.1_ERR599167_bin.114_CONCOCT_v1.1_MAG_genomic.fna",3,0,6,0,0
"GCA_943843275.1_20200414_Bin_contigs_Bin_501_1-contigs.fa_genomic.fna",0,0,0,0,0
"GCF_000025865.1_ASM2586v1_genomic.fna",1,0,1,0,0
"GCF_000385565.1_ASM38556v1_genomic.fna",3,0,66,0,1
"GCF_000446015.1_ASM44601v1_genomic.fna",16,2,119,18,8
"GCF_000993805.1_ASM99380v1_genomic.fna",2,2,209,13,2
"GCF_002156965.1_ASM215696v1_genomic.fna",5,0,8,0,0
"GCF_003205235.1_ASM320523v1_genomic.fna",4,3,70,13,3
"GCF_003344565.1_ASM334456v1_genomic.fna",6,2,115,11,3
"GCF_003666065.1_ASM366606v1_genomic.fna",8,3,122,20,2
"GCF_004765805.1_ASM476580v1_genomic.fna",17,2,129,16,5
"GCF_011043775.1_ASM1104377v1_genomic.fna",7,3,36,14,3
"GCF_013760955.1_ASM1376095v1_genomic.fna",1,0,1,0,0
"GCF_019175305.1_ASM1917530v1_genomic.fna",6,3,265,23,4
"GCF_021655615.1_ASM2165561v1_genomic.fna",11,1,314,6,8
"GCF_026248685.1_ASM2624868v1_genomic.fna",2,0,5,0,0
"GCF_900113615.1_IMG-taxon_2617270873_annotated_assembly_genomic.fna",3,0,10,0,0
"GCF_901111125.1_PRJEB32190_genomic.fna",6,1,7,1,0
"GCA_001315925.1_ASM131592v1_genomic.fna",5,4,194,12,3
"GCA_001507975.1_ASM150797v1_genomic.fna",9,4,28,16,1
"GCA_001516585.1_ASM151658v1_genomic.fna",8,3,87,6,2
"GCA_001548995.1_SCGC-AAA259I09_genomic.fna",3,0,3,0,0
"GCA_001940805.1_ASM194080v1_genomic.fna",6,1,20,1,1
"GCA_002011125.2_ASM201112v2_genomic.fna",6,1,111,3,5
"GCA_002509095.1_ASM250909v1_genomic.fna",2,0,2,0,0
"GCA_002688315.1_ASM268831v1_genomic.fna",0,0,0,0,0
"GCA_002688775.1_ASM268877v1_genomic.fna",1,1,1,1,0
"GCA_002688875.1_ASM268887v1_genomic.fna",3,1,3,2,0
"GCA_002790875.1_ASM279087v1_genomic.fna",0,0,0,0,0
"GCA_002900525.1_ASM290052v1_genomic.fna",1,0,1,0,0
"GCA_003559435.1_ASM355943v1_genomic.fna",2,0,2,0,0
"GCA_003650965.1_ASM365096v1_genomic.fna",3,0,3,0,0
"GCA_003661775.1_ASM366177v1_genomic.fna",0,0,0,0,0
"GCA_003662425.1_ASM366242v1_genomic.fna",0,0,0,0,0
"GCA_003672735.1_ASM367273v1_genomic.fna",0,0,0,0,0
"GCA_003672885.1_ASM367288v1_genomic.fna",0,0,0,0,0
"GCA_003942085.1_ASM394208v1_genomic.fna",0,0,0,0,0
"GCA_005888635.1_ASM588863v1_genomic.fna",0,0,0,0,0
"GCA_007117065.1_ASM711706v1_genomic.fna",3,0,5,0,0
"GCA_009887145.1_ASM988714v1_genomic.fna",0,0,0,0,0
"GCA_009889555.1_ASM988955v1_genomic.fna",1,1,1,2,0
"GCA_013329505.1_ASM1332950v1_genomic.fna",2,0,5,0,0
"GCA_013331125.1_ASM1333112v1_genomic.fna",2,0,2,0,0
"GCA_016178405.1_ASM1617840v1_genomic.fna",4,1,5,1,0
"GCA_016180235.1_ASM1618023v1_genomic.fna",2,0,3,0,0
"GCA_016188965.1_ASM1618896v1_genomic.fna",1,0,1,0,0
"GCA_016782405.1_ASM1678240v1_genomic.fna",0,0,0,0,0
"GCA_016935095.1_ASM1693509v1_genomic.fna",3,2,12,9,1
"GCA_017354675.1_ASM1735467v1_genomic.fna",0,0,0,0,0
"GCA_017507885.1_ASM1750788v1_genomic.fna",1,0,8,0,1
"GCA_017884685.1_ASM1788468v1_genomic.fna",0,0,0,0,0
"GCA_018260835.1_ASM1826083v1_genomic.fna",13,3,140,18,3
"GCA_018335125.1_ASM1833512v1_genomic.fna",0,0,0,0,0
"GCA_018379875.1_ASM1837987v1_genomic.fna",3,1,56,8,1
"GCA_018610065.1_ASM1861006v1_genomic.fna",6,0,12,0,0
"GCA_018649825.1_ASM1864982v1_genomic.fna",3,0,3,0,0
"GCA_018650545.1_ASM1865054v1_genomic.fna",3,0,4,0,0
"GCA_018656325.1_ASM1865632v1_genomic.fna",1,0,1,0,0
"GCA_018672175.1_ASM1867217v1_genomic.fna",4,0,5,0,0
"GCA_018814205.1_ASM1881420v1_genomic.fna",9,1,17,1,0
"GCA_018830905.1_ASM1883090v1_genomic.fna",3,0,3,0,0
"GCA_019008625.1_ASM1900862v1_genomic.fna",10,0,10,0,0
"GCA_019057695.1_ASM1905769v1_genomic.fna",1,0,1,0,0
"GCA_019057795.1_ASM1905779v1_genomic.fna",10,2,27,12,2
"GCA_019058115.1_ASM1905811v1_genomic.fna",0,0,0,0,0
"GCA_019561615.1_ASM1956161v1_genomic.fna",1,0,2,0,0
"GCA_019594275.1_ASM1959427v1_genomic.fna",1,0,3,0,0
"GCA_019654575.1_ASM1965457v1_genomic.fna",1,0,1,0,0
"GCA_019894815.1_ASM1989481v1_genomic.fna",3,0,3,0,0
"GCA_020696365.1_ASM2069636v1_genomic.fna",0,0,0,0,0
"GCA_020832925.1_ASM2083292v1_genomic.fna",4,3,38,15,3
"GCA_021162225.1_ASM2116222v1_genomic.fna",1,0,5,0,1
"GCA_021162425.1_ASM2116242v1_genomic.fna",0,0,0,0,0
"GCA_021786935.1_ASM2178693v1_genomic.fna",0,0,0,0,0
"GCA_021799055.1_ASM2179905v1_genomic.fna",2,0,2,0,0
"GCA_021844705.1_ASM2184470v1_genomic.fna",0,0,0,0,0
"GCA_021844805.1_ASM2184480v1_genomic.fna",0,0,0,0,0
"GCA_021848065.1_ASM2184806v1_genomic.fna",3,0,6,0,0
"GCA_021850745.1_ASM2185074v1_genomic.fna",0,0,0,0,0
"GCA_022574355.1_ASM2257435v1_genomic.fna",1,0,1,0,0
"GCA_022750475.1_ASM2275047v1_genomic.fna",0,0,0,0,0
"GCA_022837945.1_ASM2283794v1_genomic.fna",6,2,50,10,2
"GCA_023134215.1_ASM2313421v1_genomic.fna",1,0,1,0,0
"GCA_023144175.1_ASM2314417v1_genomic.fna",0,0,0,0,0
"GCA_023261815.1_ASM2326181v1_genomic.fna",2,0,7,0,1
"GCA_023378885.1_ASM2337888v1_genomic.fna",1,0,1,0,0
"GCA_023381855.1_ASM2338185v1_genomic.fna",1,0,1,0,0
"GCA_023489005.1_ASM2348900v1_genomic.fna",0,0,0,0,0
"GCA_023658815.1_ASM2365881v1_genomic.fna",1,0,1,0,0
"GCA_023705785.1_ASM2370578v1_genomic.fna",0,0,0,0,0
"GCA_024720985.1_ASM2472098v1_genomic.fna",0,0,0,0,0
"GCA_025923475.1_ASM2592347v1_genomic.fna",5,0,5,0,0
"GCA_026394735.1_ASM2639473v1_genomic.fna",17,1,26,3,0
"GCA_026413865.1_ASM2641386v1_genomic.fna",54,1,582,6,51
"GCA_026414505.1_ASM2641450v1_genomic.fna",3,2,26,11,2
"GCA_026627365.1_ASM2662736v1_genomic.fna",1,0,1,0,0
"GCA_026996065.1_ASM2699606v1_genomic.fna",7,1,76,1,7
"GCA_026999785.1_ASM2699978v1_genomic.fna",3,0,5,0,0
"GCA_027021165.1_ASM2702116v1_genomic.fna",0,0,0,0,0
"GCA_027026275.1_ASM2702627v1_genomic.fna",2,0,7,0,0
"GCA_027026585.1_ASM2702658v1_genomic.fna",4,2,21,5,2
"GCA_027059525.1_ASM2705952v1_genomic.fna",3,0,7,0,0
"GCA_027074145.1_ASM2707414v1_genomic.fna",1,1,1,1,0
"GCA_027315915.1_ASM2731591v1_genomic.fna",0,0,0,0,0
"GCA_027316285.1_ASM2731628v1_genomic.fna",3,0,32,0,3
"GCA_027316385.1_ASM2731638v1_genomic.fna",0,0,0,0,0
"GCA_027320125.1_ASM2732012v1_genomic.fna",1,0,4,0,1
"GCA_027327175.1_ASM2732717v1_genomic.fna",3,0,3,0,0
"GCA_027330365.1_ASM2733036v1_genomic.fna",0,0,0,0,0
"GCA_027333185.1_ASM2733318v1_genomic.fna",0,0,0,0,0
"GCA_027333505.1_ASM2733350v1_genomic.fna",1,0,1,0,0
"GCA_027333965.1_ASM2733396v1_genomic.fna",0,0,0,0,0
"GCA_027337885.1_ASM2733788v1_genomic.fna",0,0,0,0,0
"GCA_027340785.1_ASM2734078v1_genomic.fna",0,0,0,0,0
"GCA_027357005.1_ASM2735700v1_genomic.fna",0,0,0,0,0
"GCA_027368255.1_ASM2736825v1_genomic.fna",0,0,0,0,0
"GCA_027369035.1_ASM2736903v1_genomic.fna",0,0,0,0,0
"GCA_027370595.1_ASM2737059v1_genomic.fna",2,1,2,1,0
"GCA_027373935.1_ASM2737393v1_genomic.fna",0,0,0,0,0
"GCA_027378075.1_ASM2737807v1_genomic.fna",0,0,0,0,0
"GCA_027381455.1_ASM2738145v1_genomic.fna",1,0,1,0,0
"GCA_027448185.1_ASM2744818v1_genomic.fna",0,0,0,0,0
"GCA_027460585.1_ASM2746058v1_genomic.fna",3,1,5,1,0
"GCA_902520595.1_AG-333-I22_genomic.fna",1,0,2,0,0
"GCA_902625045.1_AH-287-J22_genomic.fna",1,1,1,1,0
"GCA_902768855.1_Rumen_uncultured_genome_RUG11403_genomic.fna",13,4,23,14,0
"GCA_902786095.1_Rumen_uncultured_genome_RUG13139_genomic.fna",23,1,24,1,0
"GCA_902797085.1_Rumen_uncultured_genome_RUG14233_genomic.fna",0,0,0,0,0
"GCA_903883995.1_freshwater_MAG_---_AlinenSedimentsCore3_bin-0903_genomic.fna",3,0,3,0,0
"GCA_933227015.1_COA_Bin_4_1_genomic.fna",0,0,0,0,0
"GCA_938049485.1_LH-02apr19-92_genomic.fna",1,0,6,0,0
"GCA_938050305.1_MaH-04nov19-232_genomic.fna",3,0,5,0,0
"GCA_946182845.1_SRR11784295_bin.28_metaWRAP_v1.3_MAG_genomic.fna",1,0,1,0,0
"GCF_000025325.1_ASM2532v1_genomic.fna",6,0,8,0,0
"GCF_000190055.1_ASM19005v2_genomic.fna",8,2,18,11,1
"GCF_000190315.1_ASM19031v1_genomic.fna",4,1,62,9,4
"GCF_000194625.1_ASM19462v1_genomic.fna",3,1,89,8,2
"GCF_000226975.2_ASM22697v3_genomic.fna",7,1,88,7,2
"GCF_000230715.2_ASM23071v3_genomic.fna",6,1,129,8,1
"GCF_000245235.1_ASM24523v2_genomic.fna",4,1,182,18,2
"GCF_000328285.1_Haloferax_sp._BAB2207_V.1_genomic.fna",9,0,16,0,0
"GCF_000784355.1_Metpay_genomic.fna",8,4,132,20,5
"GCF_000802205.1_ASM80220v2_genomic.fna",3,0,7,0,0
"GCF_000979515.1_gtlEnvA5udCFS_genomic.fna",18,8,314,26,4
"GCF_001484685.1_ASM148468v1_genomic.fna",7,1,115,9,7
"GCF_001719125.1_ASM171912v1_genomic.fna",8,0,465,0,6
"GCF_002201915.1_ASM220191v1_genomic.fna",1,0,1,0,0
"GCF_008806905.1_ASM880690v1_genomic.fna",5,0,6,0,0
"GCF_009601705.1_ASM960170v1_genomic.fna",14,2,463,16,10
"GCF_021504045.1_ASM2150404v1_genomic.fna",2,0,6,0,0
"GCF_027110435.1_ASM2711043v1_genomic.fna",14,1,120,8,1
"GCA_000200715.1_ASM20071v1_genomic.fna",6,0,6,0,0
"GCA_000437055.1_MGS186_genomic.fna",2,0,2,0,0
"GCA_001515185.1_DG-33_genomic.fna",1,0,1,0,0
"GCA_001940655.1_ASM194065v1_genomic.fna",4,1,51,5,1
"GCA_002254405.1_ASM225440v1_genomic.fna",3,0,3,0,0
"GCA_002254475.1_ASM225447v1_genomic.fna",0,0,0,0,0
"GCA_002495405.1_ASM249540v1_genomic.fna",0,0,0,0,0
