"genome","seqid","Cas_id","type","subtype"
"GCA_003601535.1_ASM360153v1_genomic.fna","PIXW01000078.1","PIXW01000078.1@CAS:1","CAS","CAS"
"GCA_003601535.1_ASM360153v1_genomic.fna","PIXW01000027.1","PIXW01000027.1@CAS:1","CAS","CAS"
"GCA_003662445.1_ASM366244v1_genomic.fna","QMYC01000098.1","QMYC01000098.1@CAS:1","CAS","CAS"
"GCA_003662445.1_ASM366244v1_genomic.fna","QMYC01000098.1","QMYC01000098.1@CAS:2","TypeI","TypeIA"
"GCA_003662445.1_ASM366244v1_genomic.fna","QMYC01000126.1","QMYC01000126.1@CAS:1","TypeIII","TypeIIIU"
"GCA_003662445.1_ASM366244v1_genomic.fna","QMYC01000126.1","QMYC01000126.1@CAS:2","TypeIII","TypeIIIA"
"GCA_003662445.1_ASM366244v1_genomic.fna","QMYC01000262.1","QMYC01000262.1@CAS:1","CAS","CAS"
"GCA_007896465.1_ASM789646v1_genomic.fna","VCAT01000002.1","VCAT01000002.1@CAS:1","TypeI","TypeIB"
"GCA_014361315.1_ASM1436131v1_genomic.fna","JACIVW010000007.1","JACIVW010000007.1@CAS:1","CAS","CAS"
"GCA_014361315.1_ASM1436131v1_genomic.fna","JACIVW010000007.1","JACIVW010000007.1@CAS:2","TypeI","TypeIB"
"GCA_017609475.1_ASM1760947v1_genomic.fna","JAFCDW010000047.1","JAFCDW010000047.1@CAS:1","CAS","CAS"
"GCA_018433565.1_SV1_genomic.fna","JAHDQZ010000416.1","JAHDQZ010000416.1@CAS:1","CAS","CAS"
"GCA_018436635.1_M1_genomic.fna","JAHDLK010000245.1","JAHDLK010000245.1@CAS:1","CAS","CAS"
"GCA_018436635.1_M1_genomic.fna","JAHDLK010000245.1","JAHDLK010000245.1@CAS:2","TypeI","TypeIC"
"GCA_018650885.1_ASM1865088v1_genomic.fna","JABIFD010000007.1","JABIFD010000007.1@CAS:1","CAS","CAS"
"GCA_018650885.1_ASM1865088v1_genomic.fna","JABIFD010000007.1","JABIFD010000007.1@CAS:2","TypeIII","TypeIIIU"
"GCA_018687785.1_ASM1868778v1_genomic.fna","LTBL01000001.1","LTBL01000001.1@CAS:1","TypeI","TypeIC"
"GCA_018819745.1_ASM1881974v1_genomic.fna","JAHJPL010000075.1","JAHJPL010000075.1@CAS:1","CAS","CAS"
"GCA_018819745.1_ASM1881974v1_genomic.fna","JAHJPL010000075.1","JAHJPL010000075.1@CAS:2","TypeIII","TypeIIIB"
"GCA_018819745.1_ASM1881974v1_genomic.fna","JAHJPL010000075.1","JAHJPL010000075.1@CAS:3","TypeI","TypeID"
"GCA_019594025.1_ASM1959402v1_genomic.fna","JAFDUB010000037.1","JAFDUB010000037.1@CAS:1","CAS","CAS"
"GCA_021498125.1_ASM2149812v1_genomic.fna","JAIZWL010000007.1","JAIZWL010000007.1@CAS:1","TypeIII","TypeIIIB"
"GCA_022564515.1_ASM2256451v1_genomic.fna","JADFLH010000007.1","JADFLH010000007.1@CAS:1","CAS","CAS"
"GCA_022709175.1_ASM2270917v1_genomic.fna","JAKIXH010000010.1","JAKIXH010000010.1@CAS:1","Type","TypeU"
"GCA_022709175.1_ASM2270917v1_genomic.fna","JAKIXH010000010.1","JAKIXH010000010.1@CAS:2","CAS","CAS"
"GCA_022837645.1_ASM2283764v1_genomic.fna","JALHHC010000008.1","JALHHC010000008.1@CAS:1","CAS","CAS"
"GCA_022837645.1_ASM2283764v1_genomic.fna","JALHHC010000008.1","JALHHC010000008.1@CAS:2","TypeI","TypeIA"
"GCA_022837645.1_ASM2283764v1_genomic.fna","JALHHC010000008.1","JALHHC010000008.1@CAS:3","TypeI","TypeID"
"GCA_022838945.1_ASM2283894v1_genomic.fna","JALHDP010000013.1","JALHDP010000013.1@CAS:1","CAS","CAS"
"GCA_022838945.1_ASM2283894v1_genomic.fna","JALHDP010000022.1","JALHDP010000022.1@CAS:1","CAS","CAS"
"GCA_022838945.1_ASM2283894v1_genomic.fna","JALHDP010000022.1","JALHDP010000022.1@CAS:2","TypeI","TypeIC"
"GCA_023133415.1_ASM2313341v1_genomic.fna","JAGLWM010000002.1","JAGLWM010000002.1@CAS:1","CAS","CAS"
"GCA_023133415.1_ASM2313341v1_genomic.fna","JAGLWM010000003.1","JAGLWM010000003.1@CAS:1","CAS","CAS"
"GCA_025923595.1_ASM2592359v1_genomic.fna","JAICFP010000157.1","JAICFP010000157.1@CAS:1","CAS","CAS"
"GCA_027082575.1_ASM2708257v1_genomic.fna","JALWIM010000015.1","JALWIM010000015.1@CAS:1","CAS","CAS"
"GCA_027082575.1_ASM2708257v1_genomic.fna","JALWIM010000528.1","JALWIM010000528.1@CAS:1","CAS","CAS"
"GCA_027082575.1_ASM2708257v1_genomic.fna","JALWIM010000528.1","JALWIM010000528.1@CAS:2","TypeI","TypeIB"
"GCA_027318145.1_ASM2731814v1_genomic.fna","DAHVPS010000008.1","DAHVPS010000008.1@CAS:1","CAS","CAS"
"GCA_027355345.1_ASM2735534v1_genomic.fna","DAHWUY010000032.1","DAHWUY010000032.1@CAS:1","CAS","CAS"
"GCA_027492155.1_ASM2749215v1_genomic.fna","JAOZFO010000063.1","JAOZFO010000063.1@CAS:1","CAS","CAS"
"GCA_027492155.1_ASM2749215v1_genomic.fna","JAOZFO010000063.1","JAOZFO010000063.1@CAS:2","TypeI","TypeIA"
"GCA_027492155.1_ASM2749215v1_genomic.fna","JAOZFO010000063.1","JAOZFO010000063.1@CAS:3","TypeI","TypeIB"
"GCA_902802295.1_Rumen_uncultured_genome_RUG14756_genomic.fna","CADCLJ010000087.1","CADCLJ010000087.1@CAS:1","CAS","CAS"
"GCA_903828655.1_freshwater_MAG_---_AlinenLipids_bin-4003_genomic.fna","CAIKMX010000037.1","CAIKMX010000037.1@CAS:1","CAS","CAS"
"GCF_000204415.1_ASM20441v1_genomic.fna","NC_015416.1","NC_015416.1@CAS:1","TypeI","TypeIB"
"GCF_000204415.1_ASM20441v1_genomic.fna","NC_015416.1","NC_015416.1@CAS:2","TypeI","TypeIA"
"GCF_001399695.1_ASM139969v1_genomic.fna","NZ_LJCQ01000153.1","NZ_LJCQ01000153.1@CAS:1","CAS","CAS"
"GCF_001399695.1_ASM139969v1_genomic.fna","NZ_LJCQ01000153.1","NZ_LJCQ01000153.1@CAS:2","TypeI","TypeIA"
"GCF_001399695.1_ASM139969v1_genomic.fna","NZ_LJCQ01000153.1","NZ_LJCQ01000153.1@CAS:3","TypeI","TypeIB"
"GCF_001399695.1_ASM139969v1_genomic.fna","NZ_LJCQ01000153.1","NZ_LJCQ01000153.1@CAS:4","TypeI","TypeID"
"GCF_001481635.1_ASM148163v1_genomic.fna","NZ_CP013695.1","NZ_CP013695.1@CAS:1","TypeI","TypeID"
"GCF_018420015.1_ASM1842001v1_genomic.fna","NZ_JAERQW010000015.1","NZ_JAERQW010000015.1@CAS:1","CAS","CAS"
"GCF_018420015.1_ASM1842001v1_genomic.fna","NZ_JAERQW010000015.1","NZ_JAERQW010000015.1@CAS:2","TypeI","TypeIB"
"GCF_022870485.1_ASM2287048v1_genomic.fna","NZ_CP095005.1","NZ_CP095005.1@CAS:1","TypeI","TypeIB"
"GCF_022870485.1_ASM2287048v1_genomic.fna","NZ_CP095009.1","NZ_CP095009.1@CAS:1","TypeI","TypeID"
"GCA_000399825.1_ASM39982v1_genomic.fna","ASMI01000004.1","ASMI01000004.1@CAS:1","CAS","CAS"
"GCA_000399825.1_ASM39982v1_genomic.fna","ASMI01000004.1","ASMI01000004.1@CAS:2","TypeI","TypeIA"
"GCA_002498635.1_ASM249863v1_genomic.fna","DAIB01000032.1","DAIB01000032.1@CAS:1","CAS","CAS"
"GCA_002503125.1_ASM250312v1_genomic.fna","DARB01000016.1","DARB01000016.1@CAS:1","CAS","CAS"
"GCA_002503125.1_ASM250312v1_genomic.fna","DARB01000016.1","DARB01000016.1@CAS:2","TypeI","TypeIB"
"GCA_002503125.1_ASM250312v1_genomic.fna","DARB01000020.1","DARB01000020.1@CAS:1","TypeI","TypeIB"
"GCA_002505355.1_ASM250535v1_genomic.fna","DAUW01000002.1","DAUW01000002.1@CAS:1","TypeI","TypeIA"
"GCA_011391755.1_ASM1139175v1_genomic.fna","JAABPZ010000222.1","JAABPZ010000222.1@CAS:1","CAS","CAS"
"GCA_011605775.1_ASM1160577v1_genomic.fna","JAAOZN010000100.1","JAAOZN010000100.1@CAS:1","CAS","CAS"
"GCA_011605775.1_ASM1160577v1_genomic.fna","JAAOZN010000100.1","JAAOZN010000100.1@CAS:2","TypeIII","TypeIIIU"
"GCA_011605775.1_ASM1160577v1_genomic.fna","JAAOZN010000100.1","JAAOZN010000100.1@CAS:3","TypeI","TypeIA"
"GCA_011605775.1_ASM1160577v1_genomic.fna","JAAOZN010000100.1","JAAOZN010000100.1@CAS:4","TypeIII","TypeIIIB"
"GCA_011605775.1_ASM1160577v1_genomic.fna","JAAOZN010000100.1","JAAOZN010000100.1@CAS:5","TypeIII","TypeIIIA"
"GCA_013390755.1_ASM1339075v1_genomic.fna","JACASU010000006.1","JACASU010000006.1@CAS:1","CAS","CAS"
"GCA_014361245.1_ASM1436124v1_genomic.fna","JACIWB010000010.1","JACIWB010000010.1@CAS:1","CAS","CAS"
"GCA_014361245.1_ASM1436124v1_genomic.fna","JACIWB010000014.1","JACIWB010000014.1@CAS:1","CAS","CAS"
"GCA_014361245.1_ASM1436124v1_genomic.fna","JACIWB010000014.1","JACIWB010000014.1@CAS:2","TypeI","TypeIB"
"GCA_014361245.1_ASM1436124v1_genomic.fna","JACIWB010000014.1","JACIWB010000014.1@CAS:3","TypeI","TypeID"
"GCA_014361245.1_ASM1436124v1_genomic.fna","JACIWB010000018.1","JACIWB010000018.1@CAS:1","CAS","CAS"
"GCA_014361245.1_ASM1436124v1_genomic.fna","JACIWB010000018.1","JACIWB010000018.1@CAS:2","TypeIII","TypeIIIA"
"GCA_014361245.1_ASM1436124v1_genomic.fna","JACIWB010000003.1","JACIWB010000003.1@CAS:1","CAS","CAS"
"GCA_015063165.1_ASM1506316v1_genomic.fna","SUSZ01000026.1","SUSZ01000026.1@CAS:1","CAS","CAS"
"GCA_015520405.1_ASM1552040v1_genomic.fna","WAQE01000003.1","WAQE01000003.1@CAS:1","CAS","CAS"
"GCA_015520405.1_ASM1552040v1_genomic.fna","WAQE01000003.1","WAQE01000003.1@CAS:2","TypeI","TypeIB"
"GCA_015709365.1_ASM1570936v1_genomic.fna","JACCQJ010000001.1","JACCQJ010000001.1@CAS:1","TypeI","TypeIB"
"GCA_017608175.1_ASM1760817v1_genomic.fna","JAFCGJ010000043.1","JAFCGJ010000043.1@CAS:1","CAS","CAS"
"GCA_018396555.1_ASM1839655v1_genomic.fna","JAGTQL010000016.1","JAGTQL010000016.1@CAS:1","TypeIII","TypeIIIA"
"GCA_018821995.1_ASM1882199v1_genomic.fna","JAHJLC010000049.1","JAHJLC010000049.1@CAS:1","CAS","CAS"
"GCA_020053615.1_ASM2005361v1_genomic.fna","JAGVMW010000012.1","JAGVMW010000012.1@CAS:1","CAS","CAS"
"GCA_020053615.1_ASM2005361v1_genomic.fna","JAGVMW010000012.1","JAGVMW010000012.1@CAS:2","TypeI","TypeIB"
"GCA_021806865.1_ASM2180686v1_genomic.fna","JAKAPU010000079.1","JAKAPU010000079.1@CAS:1","CAS","CAS"
"GCA_021806865.1_ASM2180686v1_genomic.fna","JAKAPU010000079.1","JAKAPU010000079.1@CAS:2","TypeI","TypeIA"
"GCA_023379385.1_ASM2337938v1_genomic.fna","JAMCUS010000027.1","JAMCUS010000027.1@CAS:1","CAS","CAS"
"GCA_023700245.1_ASM2370024v1_genomic.fna","JAJPRE010000012.1","JAJPRE010000012.1@CAS:1","CAS","CAS"
"GCA_025041195.1_ASM2504119v1_genomic.fna","JAKCFM010000001.1","JAKCFM010000001.1@CAS:1","TypeI","TypeID"
"GCA_025041195.1_ASM2504119v1_genomic.fna","JAKCFM010000001.1","JAKCFM010000001.1@CAS:2","TypeI","TypeIB"
"GCA_025041195.1_ASM2504119v1_genomic.fna","JAKCFM010000001.1","JAKCFM010000001.1@CAS:3","TypeIII","TypeIIIA"
"GCA_025041195.1_ASM2504119v1_genomic.fna","JAKCFM010000002.1","JAKCFM010000002.1@CAS:1","TypeI","TypeIB"
"GCA_025041195.1_ASM2504119v1_genomic.fna","JAKCFM010000002.1","JAKCFM010000002.1@CAS:2","TypeI","TypeIB"
"GCA_025041195.1_ASM2504119v1_genomic.fna","JAKCFM010000003.1","JAKCFM010000003.1@CAS:1","TypeI","TypeIB"
"GCA_025041195.1_ASM2504119v1_genomic.fna","JAKCFM010000003.1","JAKCFM010000003.1@CAS:2","TypeI","TypeIB"
"GCA_025361645.1_ASM2536164v1_genomic.fna","JANYKI010000049.1","JANYKI010000049.1@CAS:1","CAS","CAS"
"GCA_025361645.1_ASM2536164v1_genomic.fna","JANYKI010000049.1","JANYKI010000049.1@CAS:2","TypeI","TypeIB"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000005.1","BPGC01000005.1@CAS:1","CAS","CAS"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000007.1","BPGC01000007.1@CAS:1","CAS","CAS"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000007.1","BPGC01000007.1@CAS:2","TypeI","TypeIA"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000007.1","BPGC01000007.1@CAS:3","TypeIII","TypeIIIB"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000007.1","BPGC01000007.1@CAS:4","TypeIII","TypeIIIA"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000010.1","BPGC01000010.1@CAS:1","CAS","CAS"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000010.1","BPGC01000010.1@CAS:2","TypeI","TypeIB"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000014.1","BPGC01000014.1@CAS:1","CAS","CAS"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000014.1","BPGC01000014.1@CAS:2","TypeIII","TypeIIIU"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000014.1","BPGC01000014.1@CAS:3","TypeI","TypeIA"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000014.1","BPGC01000014.1@CAS:4","TypeIII","TypeIIIB"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000015.1","BPGC01000015.1@CAS:1","CAS","CAS"
"GCA_026002835.1_ASM2600283v1_genomic.fna","BPGC01000017.1","BPGC01000017.1@CAS:1","CAS","CAS"
"GCA_026395815.1_ASM2639581v1_genomic.fna","JAPLXZ010000004.1","JAPLXZ010000004.1@CAS:1","CAS","CAS"
"GCA_026995555.1_ASM2699555v1_genomic.fna","JALWOJ010000076.1","JALWOJ010000076.1@CAS:1","CAS","CAS"
"GCA_026995555.1_ASM2699555v1_genomic.fna","JALWOJ010000076.1","JALWOJ010000076.1@CAS:2","TypeI","TypeIB"
"GCA_027021965.1_ASM2702196v1_genomic.fna","JALWAD010000157.1","JALWAD010000157.1@CAS:1","CAS","CAS"
"GCA_027021965.1_ASM2702196v1_genomic.fna","JALWAD010000157.1","JALWAD010000157.1@CAS:2","TypeI","TypeIA"
"GCA_027021965.1_ASM2702196v1_genomic.fna","JALWAD010000190.1","JALWAD010000190.1@CAS:1","TypeI","TypeIA"
"GCA_027363235.1_ASM2736323v1_genomic.fna","DAHXRQ010000015.1","DAHXRQ010000015.1@CAS:1","TypeIII","TypeIIIU"
"GCA_902798335.1_Rumen_uncultured_genome_RUG14349_genomic.fna","CADBVW010000009.1","CADBVW010000009.1@CAS:1","CAS","CAS"
"GCA_946480885.1_SRR12180971_bin.4_metawrap_v1.3.0_MAG_genomic.fna","CAMLLK010000121.1","CAMLLK010000121.1@CAS:1","CAS","CAS"
"GCA_946480885.1_SRR12180971_bin.4_metawrap_v1.3.0_MAG_genomic.fna","CAMLLK010000121.1","CAMLLK010000121.1@CAS:2","TypeI","TypeIA"
"GCA_946480885.1_SRR12180971_bin.4_metawrap_v1.3.0_MAG_genomic.fna","CAMLLK010000178.1","CAMLLK010000178.1@CAS:1","CAS","CAS"
"GCA_946480885.1_SRR12180971_bin.4_metawrap_v1.3.0_MAG_genomic.fna","CAMLLK010000178.1","CAMLLK010000178.1@CAS:2","TypeI","TypeIA"
"GCF_000016525.1_ASM1652v1_genomic.fna","NC_009515.1","NC_009515.1@CAS:1","TypeI","TypeIB"
"GCF_000023985.1_ASM2398v1_genomic.fna","NC_013156.1","NC_013156.1@CAS:1","TypeIII","TypeIIIB"
"GCF_000023985.1_ASM2398v1_genomic.fna","NC_013156.1","NC_013156.1@CAS:2","TypeIII","TypeIIIA"
"GCF_000234805.1_ASM23480v1_genomic.fna","NC_016645.1","NC_016645.1@CAS:1","TypeIII","TypeIIIB"
"GCF_000234805.1_ASM23480v1_genomic.fna","NC_016645.1","NC_016645.1@CAS:2","TypeI","TypeIA"
"GCF_000245215.1_ASM24521v2_genomic.fna","NZ_AHJQ01000001.1","NZ_AHJQ01000001.1@CAS:1","TypeI","TypeIA"
"GCF_000245215.1_ASM24521v2_genomic.fna","NZ_AHJQ01000001.1","NZ_AHJQ01000001.1@CAS:2","TypeIII","TypeIIIB"
"GCF_000739065.1_ASM73906v1_genomic.fna","NZ_CP009149.1","NZ_CP009149.1@CAS:1","TypeIII","TypeIIIA"
"GCF_000970205.1_ASM97020v1_genomic.fna","NZ_CP009512.1","NZ_CP009512.1@CAS:1","TypeI","TypeID"
"GCF_000970205.1_ASM97020v1_genomic.fna","NZ_CP009512.1","NZ_CP009512.1@CAS:2","TypeIII","TypeIIIB"
"GCF_000979595.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPJ01000080.1","NZ_JJPJ01000080.1@CAS:1","TypeIII","TypeIIIU"
"GCF_000979595.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPJ01000080.1","NZ_JJPJ01000080.1@CAS:2","TypeIII","TypeIIIA"
"GCF_000979595.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPJ01000024.1","NZ_JJPJ01000024.1@CAS:1","CAS","CAS"
"GCF_000979595.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPJ01000024.1","NZ_JJPJ01000024.1@CAS:2","TypeI","TypeIA"
"GCF_000979595.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPJ01000024.1","NZ_JJPJ01000024.1@CAS:3","TypeI","TypeIB"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000044.1","NZ_JJPZ01000044.1@CAS:1","CAS","CAS"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000010.1","NZ_JJPZ01000010.1@CAS:1","TypeIII","TypeIIIB"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000169.1","NZ_JJPZ01000169.1@CAS:1","CAS","CAS"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000169.1","NZ_JJPZ01000169.1@CAS:2","TypeI","TypeIA"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000169.1","NZ_JJPZ01000169.1@CAS:3","TypeI","TypeIB"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000158.1","NZ_JJPZ01000158.1@CAS:1","CAS","CAS"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000041.1","NZ_JJPZ01000041.1@CAS:1","CAS","CAS"
"GCF_000979825.1_gtlEnvA5udCFS_genomic.fna","NZ_JJPZ01000041.1","NZ_JJPZ01000041.1@CAS:2","TypeI","TypeIC"
"GCF_001316225.1_ASM131622v1_genomic.fna","NZ_BBDK01000034.1","NZ_BBDK01000034.1@CAS:1","CAS","CAS"
"GCF_001316225.1_ASM131622v1_genomic.fna","NZ_BBDK01000034.1","NZ_BBDK01000034.1@CAS:2","TypeI","TypeIB"
"GCF_001316225.1_ASM131622v1_genomic.fna","NZ_BBDK01000034.1","NZ_BBDK01000034.1@CAS:3","TypeI","TypeID"
"GCF_001729965.1_ASM172996v1_genomic.fna","NZ_JRWK01000009.1","NZ_JRWK01000009.1@CAS:1","CAS","CAS"
"GCF_001729965.1_ASM172996v1_genomic.fna","NZ_JRWK01000009.1","NZ_JRWK01000009.1@CAS:2","TypeI","TypeIB"
"GCF_001729965.1_ASM172996v1_genomic.fna","NZ_JRWK01000022.1","NZ_JRWK01000022.1@CAS:1","CAS","CAS"
"GCF_001729965.1_ASM172996v1_genomic.fna","NZ_JRWK01000022.1","NZ_JRWK01000022.1@CAS:2","TypeI","TypeIB"
"GCF_014647475.1_ASM1464747v1_genomic.fna","NZ_BMPG01000002.1","NZ_BMPG01000002.1@CAS:1","TypeI","TypeIB"
"GCA_002067495.1_ASM206749v1_genomic.fna","MVQJ01000108.1","MVQJ01000108.1@CAS:1","CAS","CAS"
"GCA_002067495.1_ASM206749v1_genomic.fna","MVQJ01000108.1","MVQJ01000108.1@CAS:2","TypeI","TypeIB"
"GCA_002496495.1_ASM249649v1_genomic.fna","DAKG01000001.1","DAKG01000001.1@CAS:1","TypeIII","TypeIIIA"
"GCA_003019435.1_ASM301943v1_genomic.fna","NEXF01000162.1","NEXF01000162.1@CAS:1","TypeI","TypeIA"
"GCA_003019435.1_ASM301943v1_genomic.fna","NEXF01000162.1","NEXF01000162.1@CAS:2","TypeIII","TypeIIIB"
"GCA_003019435.1_ASM301943v1_genomic.fna","NEXF01000367.1","NEXF01000367.1@CAS:1","TypeIII","TypeIIIB"
"GCA_003568775.1_ASM356877v1_genomic.fna","MWMI01000002.1","MWMI01000002.1@CAS:1","TypeI","TypeIB"
"GCA_003662095.1_ASM366209v1_genomic.fna","QMXK01000264.1","QMXK01000264.1@CAS:1","CAS","CAS"
"GCA_003662095.1_ASM366209v1_genomic.fna","QMXK01000264.1","QMXK01000264.1@CAS:2","TypeI","TypeIA"
"GCA_013331915.1_ASM1333191v1_genomic.fna","DUFM01000066.1","DUFM01000066.1@CAS:1","CAS","CAS"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000004.1","WAKA01000004.1@CAS:1","CAS","CAS"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000004.1","WAKA01000004.1@CAS:2","TypeI","TypeIB"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000049.1","WAKA01000049.1@CAS:1","CAS","CAS"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000049.1","WAKA01000049.1@CAS:2","TypeI","TypeIB"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000065.1","WAKA01000065.1@CAS:1","CAS","CAS"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000065.1","WAKA01000065.1@CAS:2","TypeI","TypeIB"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000076.1","WAKA01000076.1@CAS:1","CAS","CAS"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000076.1","WAKA01000076.1@CAS:2","TypeI","TypeID"
"GCA_015523565.1_ASM1552356v1_genomic.fna","WAKA01000173.1","WAKA01000173.1@CAS:1","CAS","CAS"
"GCA_016706325.1_ASM1670632v1_genomic.fna","JADJJX010000001.1","JADJJX010000001.1@CAS:1","TypeI","TypeID"
"GCA_016779705.1_ASM1677970v1_genomic.fna","JADHNB010000063.1","JADHNB010000063.1@CAS:1","CAS","CAS"
"GCA_021158145.1_ASM2115814v1_genomic.fna","JAGGVG010000251.1","JAGGVG010000251.1@CAS:1","CAS","CAS"
"GCA_021158145.1_ASM2115814v1_genomic.fna","JAGGVG010000251.1","JAGGVG010000251.1@CAS:2","TypeI","TypeIA"
"GCA_021845025.1_ASM2184502v1_genomic.fna","JAKBSI010000027.1","JAKBSI010000027.1@CAS:1","CAS","CAS"
"GCA_021845025.1_ASM2184502v1_genomic.fna","JAKBSI010000027.1","JAKBSI010000027.1@CAS:2","TypeI","TypeIC"
"GCA_023458775.1_ASM2345877v1_genomic.fna","JAEWXS010000301.1","JAEWXS010000301.1@CAS:1","CAS","CAS"
"GCA_023458775.1_ASM2345877v1_genomic.fna","JAEWXS010000301.1","JAEWXS010000301.1@CAS:2","TypeI","TypeIB"
"GCA_024166385.1_ASM2416638v1_genomic.fna","JAGFJI010000106.1","JAGFJI010000106.1@CAS:1","CAS","CAS"
"GCA_024256265.1_ASM2425626v1_genomic.fna","JACGUK010000026.1","JACGUK010000026.1@CAS:1","CAS","CAS"
"GCA_024256265.1_ASM2425626v1_genomic.fna","JACGUK010000026.1","JACGUK010000026.1@CAS:2","TypeI","TypeIA"
"GCA_024256265.1_ASM2425626v1_genomic.fna","JACGUK010000035.1","JACGUK010000035.1@CAS:1","CAS","CAS"
"GCA_024256265.1_ASM2425626v1_genomic.fna","JACGUK010000035.1","JACGUK010000035.1@CAS:2","TypeIII","TypeIIIA"
"GCA_024274695.1_ASM2427469v1_genomic.fna","JAJSAI010000010.1","JAJSAI010000010.1@CAS:1","CAS","CAS"
"GCA_024274695.1_ASM2427469v1_genomic.fna","JAJSAI010000010.1","JAJSAI010000010.1@CAS:2","TypeI","TypeIA"
"GCA_024274695.1_ASM2427469v1_genomic.fna","JAJSAI010000010.1","JAJSAI010000010.1@CAS:3","TypeI","TypeIB"
"GCA_025920475.1_ASM2592047v1_genomic.fna","JAPDLX010000004.1","JAPDLX010000004.1@CAS:1","CAS","CAS"
"GCA_025920475.1_ASM2592047v1_genomic.fna","JAPDLX010000004.1","JAPDLX010000004.1@CAS:2","TypeI","TypeIB"
"GCA_026986435.1_ASM2698643v1_genomic.fna","JALSOP010000097.1","JALSOP010000097.1@CAS:1","CAS","CAS"
"GCA_026993455.1_ASM2699345v1_genomic.fna","JALWSX010000046.1","JALWSX010000046.1@CAS:1","CAS","CAS"
"GCA_026993455.1_ASM2699345v1_genomic.fna","JALWSX010000046.1","JALWSX010000046.1@CAS:2","TypeI","TypeIB"
"GCA_026993455.1_ASM2699345v1_genomic.fna","JALWSX010000049.1","JALWSX010000049.1@CAS:1","CAS","CAS"
"GCA_026993455.1_ASM2699345v1_genomic.fna","JALWSX010000049.1","JALWSX010000049.1@CAS:2","TypeIII","TypeIIIU"
"GCA_026993455.1_ASM2699345v1_genomic.fna","JALWSX010000049.1","JALWSX010000049.1@CAS:3","TypeI","TypeIB"
"GCA_026993455.1_ASM2699345v1_genomic.fna","JALWSX010000049.1","JALWSX010000049.1@CAS:4","TypeIII","TypeIIIA"
"GCA_026995855.1_ASM2699585v1_genomic.fna","JALWNO010000005.1","JALWNO010000005.1@CAS:1","CAS","CAS"
"GCA_026995855.1_ASM2699585v1_genomic.fna","JALWNO010000005.1","JALWNO010000005.1@CAS:2","TypeI","TypeIA"
"GCA_027316865.1_ASM2731686v1_genomic.fna","DAHVFS010000028.1","DAHVFS010000028.1@CAS:1","CAS","CAS"
"GCA_027316865.1_ASM2731686v1_genomic.fna","DAHVFS010000028.1","DAHVFS010000028.1@CAS:2","TypeI","TypeID"
"GCA_027316865.1_ASM2731686v1_genomic.fna","DAHVFS010000003.1","DAHVFS010000003.1@CAS:1","CAS","CAS"
"GCA_027357945.1_ASM2735794v1_genomic.fna","DAHVUD010000116.1","DAHVUD010000116.1@CAS:1","TypeI","TypeIU"
"GCA_027357945.1_ASM2735794v1_genomic.fna","DAHVUD010000068.1","DAHVUD010000068.1@CAS:1","CAS","CAS"
"GCA_027357945.1_ASM2735794v1_genomic.fna","DAHVUD010000068.1","DAHVUD010000068.1@CAS:2","TypeI","TypeIB"
