"Level","Source","Spacer_count","T_self","T_virus","T_others","T_self_r","T_virus_r","T_others_r","genome_count"
"Species","s__Chryseobacterium sp.",11,0,7,4,0,0.6364,0.3636,5
"Species","s__Clostridium faecium",9,0,5,4,0,0.5556,0.4444,5
"Species","s__Clostridium sp. D43t1_170807_D5",7,0,5,2,0,0.7143,0.2857,5
"Species","s__Clostridium sp. FS41",3,0,2,1,0,0.6667,0.3333,5
"Species","s__Clostridium sp. KLE 1755",11,0,8,3,0,0.7273,0.2727,5
"Species","s__Clostridium sp. Marseille-Q5894",18,1,2,15,0.0556,0.1111,0.8333,5
"Species","s__Clostridium tagluense",22,8,11,3,0.3636,0.5,0.1364,5
"Species","s__Companilactobacillus paralimentarius",40,19,9,12,0.475,0.225,0.3,5
"Species","s__Companilactobacillus sp.",40,40,0,0,1,0,0,5
"Species","s__Coprobacter secundus",70,17,39,14,0.2429,0.5571,0.2,5
"Species","s__Coprococcus sp. LG100-32",28,5,17,6,0.1786,0.6071,0.2143,5
"Species","s__Corynebacterium cystitidis",18,18,0,0,1,0,0,5
"Species","s__Corynebacterium marambiense",14,3,0,11,0.2143,0,0.7857,5
"Species","s__Cronobacter muytjensii",85,7,40,38,0.0824,0.4706,0.447,5
"Species","s__Cyanobacteria bacterium UBA9226",15,0,0,15,0,0,1,5
"Species","s__Cytophagaceae bacterium",49,2,28,19,0.0408,0.5714,0.3878,5
"Species","s__Deinococcus sp.",9,8,0,1,0.8889,0,0.1111,5
"Species","s__Delftia sp. ASV31",40,0,26,14,0,0.65,0.35,5
"Species","s__Desulfamplus sp.",39,38,0,1,0.9744,0,0.0256,5
"Species","s__Desulfobulbus oralis",39,5,18,16,0.1282,0.4615,0.4103,5
"Species","s__Desulfobulbus sp. oral taxon 041",26,4,12,10,0.1538,0.4615,0.3847,5
"Species","s__Dickeya sp. DW 0440",7,0,4,3,0,0.5714,0.4286,5
"Species","s__Draconibacterium orientale",23,0,17,6,0,0.7391,0.2609,5
"Species","s__Eggerthia catenaformis",12,12,0,0,1,0,0,5
"Species","s__Enterobacteriaceae bacterium UBA1802",8,0,4,4,0,0.5,0.5,5
"Species","s__Enterococcus asini",43,37,2,4,0.8605,0.0465,0.093,5
"Species","s__Enterococcus dispar",33,6,18,9,0.1818,0.5455,0.2727,5
"Species","s__Enterococcus italicus",56,17,7,32,0.3036,0.125,0.5714,5
"Species","s__Erythrobacter donghaensis",12,10,0,2,0.8333,0,0.1667,5
"Species","s__Escherichia sp. MOD1-EC6147",5,0,1,4,0,0.2,0.8,5
"Species","s__Eubacterium maltosivorans",52,0,22,30,0,0.4231,0.5769,5
"Species","s__Faecalibacillus faecis",88,22,18,48,0.25,0.2045,0.5455,5
"Species","s__Fusicatenibacter sp. 2789STDY5834925",14,0,5,9,0,0.3571,0.6429,5
"Species","s__Gallionellaceae bacterium",4,4,0,0,1,0,0,5
"Species","s__Geobacillus sp. MMMUD3",26,0,6,20,0,0.2308,0.7692,5
"Species","s__Geobacillus sp. T6",45,0,27,18,0,0.6,0.4,5
"Species","s__Geobacteraceae bacterium",33,21,1,11,0.6364,0.0303,0.3333,5
"Species","s__Gilliamella sp. ESL0250",3,0,3,0,0,1,0,5
"Species","s__Gordonia amarae",61,60,1,0,0.9836,0.0164,0,5
"Species","s__Granulibacter bethesdensis",19,5,12,2,0.2632,0.6316,0.1052,5
"Species","s__Grimontella sp. AG753",10,0,7,3,0,0.7,0.3,5
"Species","s__Haemophilus parahaemolyticus",3,1,2,0,0.3333,0.6667,0,5
"Species","s__Halomonas sp. 707B3",4,0,2,2,0,0.5,0.5,5
"Species","s__Halomonas sp. IOP_31",8,1,4,3,0.125,0.5,0.375,5
"Species","s__Harryflintia acetispora",25,4,17,4,0.16,0.68,0.16,5
"Species","s__Helcococcus kunzii",8,6,2,0,0.75,0.25,0,5
"Species","s__Helicobacter fennelliae",23,10,11,2,0.4348,0.4783,0.0869,5
"Species","s__Hydrogenophaga taeniospiralis",2,1,1,0,0.5,0.5,0,5
"Species","s__Hydrogenophilales bacterium",6,2,3,1,0.3333,0.5,0.1667,5
"Species","s__Hydrogenophilus thermoluteolus",11,1,6,4,0.0909,0.5455,0.3636,5
"Species","s__Hydrotalea flava",46,6,24,16,0.1304,0.5217,0.3479,5
"Species","s__Kiritimatiellota bacterium",9,1,8,0,0.1111,0.8889,0,5
"Species","s__Ktedonobacteria bacterium",22,20,0,2,0.9091,0,0.0909,5
"Species","s__Laceyella sacchari",30,4,9,17,0.1333,0.3,0.5667,5
"Species","s__Lachnospiraceae bacterium AM75-12pH9A",4,1,3,0,0.25,0.75,0,5
"Species","s__Lachnospiraceae bacterium NLAE-zl-G231",12,0,5,7,0,0.4167,0.5833,5
"Species","s__Lachnospiraceae bacterium UBA1818",15,1,0,14,0.0667,0,0.9333,5
"Species","s__Lactiplantibacillus daowaiensis",9,0,8,1,0,0.8889,0.1111,5
"Species","s__Lactiplantibacillus sp.",6,0,0,6,0,0,1,5
"Species","s__Lactobacillus gallinarum",49,0,22,27,0,0.449,0.551,5
"Species","s__Lactobacillus kullabergensis",32,0,3,29,0,0.0938,0.9062,5
"Species","s__Lactobacillus sp. B4005",11,0,3,8,0,0.2727,0.7273,5
"Species","s__Lactobacillus sp. HMSC068F07",4,0,2,2,0,0.5,0.5,5
"Species","s__Lactococcus piscium",32,3,14,15,0.0938,0.4375,0.4687,5
"Species","s__Leclercia sp. LK8",2,0,2,0,0,1,0,5
"Species","s__Leptotrichia trevisanii",69,18,46,5,0.2609,0.6667,0.0724,5
"Species","s__Levilactobacillus wangkuiensis",1,0,1,0,0,1,0,5
"Species","s__Levilactobacillus zymae",30,27,3,0,0.9,0.1,0,5
"Species","s__Loigolactobacillus coryniformis",154,3,114,37,0.0195,0.7403,0.2402,5
"Species","s__Macrococcus brunensis",2,1,1,0,0.5,0.5,0,5
"Species","s__Malaciobacter halophilus",18,3,4,11,0.1667,0.2222,0.6111,5
"Species","s__Meiothermus ruber",71,15,39,17,0.2113,0.5493,0.2394,5
"Species","s__Mesorhizobium sp.",8,0,7,1,0,0.875,0.125,5
"Species","s__Metasolibacillus meyeri",3,1,2,0,0.3333,0.6667,0,5
"Species","s__Methylomonas sp.",21,4,9,8,0.1905,0.4286,0.3809,5
"Species","s__Methylomonas sp. SURF-1",1,0,0,1,0,0,1,5
"Species","s__Methyloversatilis discipulorum",34,4,23,7,0.1176,0.6765,0.2059,5
"Species","s__Methyloversatilis universalis",36,2,28,6,0.0556,0.7778,0.1666,5
"Species","s__Micrococcus flavus",63,3,12,48,0.0476,0.1905,0.7619,5
"Species","s__Modicisalibacter sp. MOD 31.J",4,1,2,1,0.25,0.5,0.25,5
"Species","s__Mogibacterium timidum",24,2,19,3,0.0833,0.7917,0.125,5
"Species","s__Moraxellaceae bacterium REDSEA-S29_B6",3,0,0,3,0,0,1,5
"Species","s__Murimonas intestini",28,10,15,3,0.3571,0.5357,0.1072,5
"Species","s__Myxococcota bacterium",38,7,6,25,0.1842,0.1579,0.6579,5
"Species","s__Myxococcus sp. AS-1-15",2,0,0,2,0,0,1,5
"Species","s__Negativicoccus succinicivorans",24,3,10,11,0.125,0.4167,0.4583,5
"Species","s__Neisseria cinerea",43,8,20,15,0.186,0.4651,0.3489,5
"Species","s__Neisseria sp. HMSC15G01",5,0,0,5,0,0,1,5
"Species","s__Nocardia cyriacigeorgica",19,16,1,2,0.8421,0.0526,0.1053,5
"Species","s__Nocardiopsis alba",28,18,0,10,0.6429,0,0.3571,5
"Species","s__Nostoc sp. FACHB-190",6,0,0,6,0,0,1,5
"Species","s__Novacetimonas hansenii",45,25,11,9,0.5556,0.2444,0.2,5
"Species","s__Oxalobacter aliiformigenes",56,47,3,6,0.8393,0.0536,0.1071,5
"Species","s__Oxalobacter formigenes",35,5,8,22,0.1429,0.2286,0.6285,5
"Species","s__Paenibacillus pabuli",13,1,11,1,0.0769,0.8462,0.0769,5
"Species","s__Paenibacillus tyrfis",11,0,5,6,0,0.4545,0.5455,5
"Species","s__Paludibacter sp.",27,9,18,0,0.3333,0.6667,0,5
"Species","s__Pantoea ananatis",11,0,0,11,0,0,1,5
"Species","s__Parabacteroides johnsonii",55,5,44,6,0.0909,0.8,0.1091,5
"Species","s__Parageobacillus galactosidasius",6,0,4,2,0,0.6667,0.3333,5
"Species","s__Parageobacillus toebii",58,6,39,13,0.1034,0.6724,0.2242,5
"Species","s__Parasaccharibacter sp. TMW 2.1888",27,0,15,12,0,0.5556,0.4444,5
"Species","s__Parasutterella sp.",53,0,38,15,0,0.717,0.283,5
"Species","s__Pelotomaculum sp.",43,3,32,8,0.0698,0.7442,0.186,5
"Species","s__Phocaeicola barnesiae",111,19,48,44,0.1712,0.4324,0.3964,5
"Species","s__Photobacterium aquimaris",21,17,1,3,0.8095,0.0476,0.1429,5
"Species","s__Photobacterium iliopiscarium",65,23,21,21,0.3538,0.3231,0.3231,5
"Species","s__Photorhabdus hindustanensis",4,0,1,3,0,0.25,0.75,5
"Species","s__Phycisphaeraceae bacterium",20,3,2,15,0.15,0.1,0.75,5
"Species","s__Porphyromonadaceae bacterium UBA6853",21,0,14,7,0,0.6667,0.3333,5
"Species","s__Porphyromonadaceae bacterium UBA7583",27,0,15,12,0,0.5556,0.4444,5
"Species","s__Porphyromonas cangingivalis",19,7,12,0,0.3684,0.6316,0,5
"Species","s__Porphyromonas loveana",10,2,6,2,0.2,0.6,0.2,5
"Species","s__Porphyromonas somerae",38,2,20,16,0.0526,0.5263,0.4211,5
"Species","s__Prevotella amnii",29,8,14,7,0.2759,0.4828,0.2413,5
"Species","s__Prevotella multiformis",37,3,32,2,0.0811,0.8649,0.054,5
"Species","s__Prevotellaceae bacterium UBA713",1,0,0,1,0,0,1,5
"Species","s__Proteiniphilum sp. UBA1027",17,0,1,16,0,0.0588,0.9412,5
"Species","s__Proteiniphilum sp. UBA7639",5,0,1,4,0,0.2,0.8,5
"Species","s__Providencia sp. 21OH12SH02B-Prov",8,0,3,5,0,0.375,0.625,5
"Species","s__Pseudoalteromonas maricaloris",12,0,8,4,0,0.6667,0.3333,5
"Species","s__Pseudoalteromonas prydzensis",46,1,34,11,0.0217,0.7391,0.2392,5
"Species","s__Pseudoalteromonas sp. MM17-2",7,1,3,3,0.1429,0.4286,0.4285,5
"Species","s__Pseudonocardiales bacterium",14,14,0,0,1,0,0,5
"Species","s__Pseudoxanthomonas winnipegensis",16,2,13,1,0.125,0.8125,0.0625,5
"Species","s__Psychrobacter immobilis",58,0,44,14,0,0.7586,0.2414,5
"Species","s__Psychrobacter nivimaris",6,0,6,0,0,1,0,5
"Species","s__Rahnella aquatilis",22,4,10,8,0.1818,0.4545,0.3637,5
"Species","s__Ramlibacter sp.",26,26,0,0,1,0,0,5
"Species","s__Raoultella electrica",24,0,13,11,0,0.5417,0.4583,5
"Species","s__Rickettsiales bacterium",6,2,4,0,0.3333,0.6667,0,5
"Species","s__Robertmurraya siralis",15,1,6,8,0.0667,0.4,0.5333,5
"Species","s__Roseiflexus sp.",42,28,1,13,0.6667,0.0238,0.3095,5
"Species","s__Ruminobacter sp.",34,3,13,18,0.0882,0.3824,0.5294,5
"Species","s__Ruminococcus champanellensis",40,4,34,2,0.1,0.85,0.05,5
"Species","s__Ruminococcus sp. OM08-7",17,0,10,7,0,0.5882,0.4118,5
"Species","s__SAR324 cluster bacterium",13,13,0,0,1,0,0,5
"Species","s__Salinispora fenicalii",22,1,14,7,0.0455,0.6364,0.3181,5
"Species","s__Salinivibrio sp. PR919",2,0,1,1,0,0.5,0.5,5
"Species","s__Schnuerera ultunensis",37,10,21,6,0.2703,0.5676,0.1621,5
"Species","s__Selenomonas artemidis",9,2,7,0,0.2222,0.7778,0,5
"Species","s__Serratia plymuthica",28,2,17,9,0.0714,0.6071,0.3215,5
"Species","s__Shewanella sp. SM20",1,0,0,1,0,0,1,5
"Species","s__Snodgrassella sp.",6,2,4,0,0.3333,0.6667,0,5
"Species","s__Spartobacteria bacterium",72,12,33,27,0.1667,0.4583,0.375,5
"Species","s__Sphaerotilus sulfidivorans",6,2,1,3,0.3333,0.1667,0.5,5
"Species","s__Staphylococcus sp.",29,0,15,14,0,0.5172,0.4828,5
"Species","s__Streptococcus respiraculi",1,0,0,1,0,0,1,5
"Species","s__Streptococcus vestibularis",148,4,90,54,0.027,0.6081,0.3649,5
"Species","s__Streptomyces alkaliterrae",10,6,2,2,0.6,0.2,0.2,5
"Species","s__Streptomyces harbinensis",9,4,3,2,0.4444,0.3333,0.2223,5
"Species","s__Streptomyces nitrosporeus",5,4,0,1,0.8,0,0.2,5
"Species","s__Streptomyces rapamycinicus",209,118,5,86,0.5646,0.0239,0.4115,5
"Species","s__Streptomyces sp. A1277",8,1,1,6,0.125,0.125,0.75,5
"Species","s__Streptomyces sp. ADI92-24",3,0,0,3,0,0,1,5
"Species","s__Streptomyces sp. ADI95-16",6,0,6,0,0,1,0,5
"Species","s__Streptomyces sp. CAI-21",3,0,0,3,0,0,1,5
"Species","s__Streptomyces sp. NRRL F-5702",23,0,6,17,0,0.2609,0.7391,5
"Species","s__Streptomyces sp. RKCA744",3,0,1,2,0,0.3333,0.6667,5
"Species","s__Streptomyces sp. SID5473",6,1,1,4,0.1667,0.1667,0.6666,5
"Species","s__Streptomyces sp. SPB074",14,0,1,13,0,0.0714,0.9286,5
"Species","s__Streptomyces sp. SS06011",6,0,3,3,0,0.5,0.5,5
"Species","s__Streptomyces sp. UMAF16",3,1,1,1,0.3333,0.3333,0.3334,5
"Species","s__Streptomyces sp. WAC04770",15,0,1,14,0,0.0667,0.9333,5
"Species","s__Streptomyces sp. rh34",37,0,26,11,0,0.7027,0.2973,5
"Species","s__Streptomyces sp. st170",27,0,5,22,0,0.1852,0.8148,5
"Species","s__Streptomyces uncialis",12,4,4,4,0.3333,0.3333,0.3334,5
"Species","s__Sulfurospirillum sp.",14,10,1,3,0.7143,0.0714,0.2143,5
"Species","s__TM7 phylum sp. oral taxon 352",73,15,57,1,0.2055,0.7808,0.0137,5
"Species","s__Tetrasphaera sp.",2,1,1,0,0.5,0.5,0,5
"Species","s__Thalassolituus sp. UBA6592",1,0,1,0,0,1,0,5
"Species","s__Thermoanaerobacterales bacterium",16,1,11,4,0.0625,0.6875,0.25,5
"Species","s__Thermobifida cellulosilytica",43,4,23,16,0.093,0.5349,0.3721,5
"Species","s__Thermodesulfobacteriaceae bacterium",10,9,0,1,0.9,0,0.1,5
"Species","s__Thermoflavifilum aggregans",4,0,1,3,0,0.25,0.75,5
"Species","s__Thermotoga neapolitana",30,12,6,12,0.4,0.2,0.4,5
"Species","s__Thermotogota bacterium",15,3,5,7,0.2,0.3333,0.4667,5
"Species","s__Thermus brockianus",23,12,9,2,0.5217,0.3913,0.087,5
"Species","s__Thermus sp.",80,44,6,30,0.55,0.075,0.375,5
"Species","s__Thiothrix lacustris",16,5,11,0,0.3125,0.6875,0,5
"Species","s__Treponema pectinovorum",20,17,2,1,0.85,0.1,0.05,5
"Species","s__Treponema putidum",12,3,8,1,0.25,0.6667,0.0833,5
"Species","s__Vibrio owensii",7,2,1,4,0.2857,0.1429,0.5714,5
"Species","s__Victivallales bacterium",2,1,0,1,0.5,0,0.5,5
"Species","s__Xanthomonadaceae bacterium NML95-0200",13,1,0,12,0.0769,0,0.9231,5
"Species","s__Xenorhabdus eapokensis",27,1,16,10,0.037,0.5926,0.3704,5
"Species","s__[Bacteroides] pectinophilus",57,3,39,15,0.0526,0.6842,0.2632,5
"Species","s__bacterium endosymbiont of Escarpia laminata",10,8,0,2,0.8,0,0.2,5
"Species","s__uncultured Acidobacteriaceae bacterium",36,16,7,13,0.4444,0.1944,0.3612,5
"Species","s__uncultured Anaerobutyricum sp.",129,1,86,42,0.0078,0.6667,0.3255,5
"Species","s__uncultured Anoxybacillus sp.",7,2,1,4,0.2857,0.1429,0.5714,5
"Species","s__uncultured Buttiauxella sp.",6,1,3,2,0.1667,0.5,0.3333,5
"Species","s__uncultured Centipeda sp.",25,0,24,1,0,0.96,0.04,5
"Species","s__uncultured Delftia sp.",55,0,35,20,0,0.6364,0.3636,5
"Species","s__uncultured Desulfuromonadales bacterium",35,34,1,0,0.9714,0.0286,0,5
"Species","s__uncultured Enterobacter sp.",55,0,19,36,0,0.3455,0.6545,5
"Species","s__uncultured Flavonifractor sp.",139,0,96,43,0,0.6906,0.3094,5
"Species","s__uncultured Johnsonella sp.",63,3,54,6,0.0476,0.8571,0.0953,5
"Species","s__uncultured Kocuria sp.",4,0,0,4,0,0,1,5
"Species","s__uncultured Lawsonella sp.",9,0,6,3,0,0.6667,0.3333,5
"Species","s__uncultured Merdibacter sp.",3,0,0,3,0,0,1,5
"Species","s__uncultured Oribacterium sp.",64,7,46,11,0.1094,0.7188,0.1718,5
"Species","s__uncultured Planctomycetota bacterium",13,4,9,0,0.3077,0.6923,0,5
"Species","s__uncultured Pseudacidovorax sp.",9,5,2,2,0.5556,0.2222,0.2222,5
"Species","s__uncultured Psychrobacter sp.",1,0,0,1,0,0,1,5
"Species","s__uncultured Spirochaetales bacterium",19,1,6,12,0.0526,0.3158,0.6316,5
"Species","s__uncultured Succinivibrionaceae bacterium",96,1,62,33,0.0104,0.6458,0.3438,5
"Species","s__Acholeplasmatales bacterium",7,1,3,3,0.1429,0.4286,0.4285,4
"Species","s__Acidisphaera sp.",8,6,1,1,0.75,0.125,0.125,4
"Species","s__Acidovorax sp.",21,1,14,6,0.0476,0.6667,0.2857,4
"Species","s__Acinetobacter gerneri",45,18,3,24,0.4,0.0667,0.5333,4
"Species","s__Acinetobacter sp. NIPH 298",2,0,1,1,0,0.5,0.5,4
"Species","s__Acinetobacter sp. TR11",22,0,10,12,0,0.4545,0.5455,4
"Species","s__Acinetobacter tjernbergiae",104,8,74,22,0.0769,0.7115,0.2116,4
"Species","s__Acrocarpospora macrocephala",2,0,0,2,0,0,1,4
"Species","s__Actinobaculum suis",159,108,51,0,0.6792,0.3208,0,4
"Species","s__Actinomyces procaprae",2,0,1,1,0,0.5,0.5,4
"Species","s__Actinomyces sp. 594",9,0,8,1,0,0.8889,0.1111,4
"Species","s__Actinomyces sp. Z3",5,1,2,2,0.2,0.4,0.4,4
"Species","s__Actinomyces sp. oral taxon 848",2,0,2,0,0,1,0,4
"Species","s__Actinomycetaceae bacterium",6,1,5,0,0.1667,0.8333,0,4
"Species","s__Actinopolyspora erythraea",14,12,2,0,0.8571,0.1429,0,4
"Species","s__Adlercreutzia equolifaciens",89,22,49,18,0.2472,0.5506,0.2022,4
"Species","s__Aerococcaceae bacterium NML130460",16,1,0,15,0.0625,0,0.9375,4
"Species","s__Aerococcaceae bacterium NML201209",17,1,0,16,0.0588,0,0.9412,4
"Species","s__Aerococcus christensenii",51,15,33,3,0.2941,0.6471,0.0588,4
"Species","s__Alkalibaculum bacchi",6,1,5,0,0.1667,0.8333,0,4
"Species","s__Allochromatium vinosum",12,1,10,1,0.0833,0.8333,0.0834,4
"Species","s__Aminobacterium sp. UBA4908",30,0,11,19,0,0.3667,0.6333,4
"Species","s__Anabaena sp. CoA2_C59",1,0,0,1,0,0,1,4
"Species","s__Anaeromyxobacter sp.",9,9,0,0,1,0,0,4
"Species","s__Anaerotruncus rubiinfantis",34,7,25,2,0.2059,0.7353,0.0588,4
"Species","s__Anaerotruncus sp. X29",6,0,1,5,0,0.1667,0.8333,4
"Species","s__Arcanobacterium haemolyticum",12,6,3,3,0.5,0.25,0.25,4
"Species","s__Ardenticatenia bacterium",2,2,0,0,1,0,0,4
"Species","s__Atopobiaceae bacterium UBA2890",24,0,20,4,0,0.8333,0.1667,4
"Species","s__Atopobium sp.",25,1,22,2,0.04,0.88,0.08,4
"Species","s__Avibacterium sp. 21-586",1,0,1,0,0,1,0,4
"Species","s__Avibacterium sp. 21-599",2,0,1,1,0,0.5,0.5,4
"Species","s__Azonexus sp.",10,1,5,4,0.1,0.5,0.4,4
"Species","s__Bacteroidales bacterium MSK.15.36",55,3,20,32,0.0545,0.3636,0.5819,4
"Species","s__Bacteroidales bacterium UBA7005",8,0,4,4,0,0.5,0.5,4
"Species","s__Barnesiella sp. GGCC_0306",3,0,0,3,0,0,1,4
"Species","s__Betaproteobacteria bacterium ADurb.Bin341",7,0,1,6,0,0.1429,0.8571,4
"Species","s__Bifidobacterium callitrichos",12,1,4,7,0.0833,0.3333,0.5834,4
"Species","s__Bifidobacterium mongoliense",1,1,0,0,1,0,0,4
"Species","s__Bifidobacterium pullorum",77,6,60,11,0.0779,0.7792,0.1429,4
"Species","s__Bifidobacterium sp. wkB344",4,3,0,1,0.75,0,0.25,4
"Species","s__Bifidobacterium thermacidophilum",17,2,3,12,0.1176,0.1765,0.7059,4
"Species","s__Bifidobacterium tissieri",13,4,3,6,0.3077,0.2308,0.4615,4
"Species","s__Blastocatellia bacterium",25,2,9,14,0.08,0.36,0.56,4
"Species","s__Bombella sp. TMW 2.2558",3,0,1,2,0,0.3333,0.6667,4
"Species","s__Brockia lithotrophica",6,5,1,0,0.8333,0.1667,0,4
"Species","s__Bryobacteraceae bacterium",17,2,12,3,0.1176,0.7059,0.1765,4
"Species","s__Caecibacteroides pullorum",4,2,0,2,0.5,0,0.5,4
"Species","s__Caldicellulosiruptor acetigenus",23,8,14,1,0.3478,0.6087,0.0435,4
"Species","s__Caldicoprobacter oshimai",51,5,33,13,0.098,0.6471,0.2549,4
"Species","s__Campylobacter armoricus",8,1,1,6,0.125,0.125,0.75,4
"Species","s__Campylobacter hominis",17,4,0,13,0.2353,0,0.7647,4
"Species","s__Campylobacter sp. CNRCH_2013_0855",3,0,2,1,0,0.6667,0.3333,4
"Species","s__Campylobacter sp. CS_NA1",1,1,0,0,1,0,0,4
"Species","s__Candidatus Accumulibacter vicinus",9,7,0,2,0.7778,0,0.2222,4
"Species","s__Candidatus Aerophobetes bacterium",3,1,1,1,0.3333,0.3333,0.3334,4
"Species","s__Candidatus Blautia ornithocaccae",11,2,1,8,0.1818,0.0909,0.7273,4
"Species","s__Candidatus Enterocloster excrementigallinarum",5,1,2,2,0.2,0.4,0.4,4
"Species","s__Candidatus Fimenecus excrementavium",5,1,1,3,0.2,0.2,0.6,4
"Species","s__Candidatus Kryptobacter tengchongensis",12,4,0,8,0.3333,0,0.6667,4
"Species","s__Candidatus Lachnoclostridium stercoravium",4,1,2,1,0.25,0.5,0.25,4
"Species","s__Candidatus Limicola stercorigallinarum",1,0,0,1,0,0,1,4
"Species","s__Candidatus Mediterraneibacter avicola",1,1,0,0,1,0,0,4
"Species","s__Candidatus Merdivivens pullicola",1,0,0,1,0,0,1,4
"Species","s__Candidatus Muirbacterium halophilum",12,0,4,8,0,0.3333,0.6667,4
"Species","s__Candidatus Peregrinibacteria bacterium",1,0,1,0,0,1,0,4
"Species","s__Candidatus Tokpelaia sp.",71,31,9,31,0.4366,0.1268,0.4366,4
"Species","s__Capnocytophaga genosp. AHN8471",35,3,26,6,0.0857,0.7429,0.1714,4
"Species","s__Capnocytophaga granulosa",46,32,13,1,0.6957,0.2826,0.0217,4
"Species","s__Capnocytophaga leadbetteri",31,2,24,5,0.0645,0.7742,0.1613,4
"Species","s__Carbonactinospora thermoautotrophica",22,22,0,0,1,0,0,4
"Species","s__Carnobacteriaceae bacterium zg-ZUI78",1,1,0,0,1,0,0,4
"Species","s__Cellulomonas hominis",15,7,7,1,0.4667,0.4667,0.0666,4
"Species","s__Cellulomonas iranensis",19,5,4,10,0.2632,0.2105,0.5263,4
"Species","s__Cereibacter azotoformans",6,0,5,1,0,0.8333,0.1667,4
"Species","s__Chloroflexaceae bacterium",1,0,0,1,0,0,1,4
"Species","s__Chlorogloeopsis fritschii",35,29,3,3,0.8286,0.0857,0.0857,4
"Species","s__Chroococcidiopsis sp. CCNUC1",2,0,0,2,0,0,1,4
"Species","s__Chryseobacterium gambrini",1,0,0,1,0,0,1,4
"Species","s__Chryseobacterium phosphatilyticum",3,0,3,0,0,1,0,4
"Species","s__Chryseobacterium sp. CBTAP 102",1,0,0,1,0,0,1,4
"Species","s__Chryseobacterium turcicum",1,0,1,0,0,1,0,4
"Species","s__Chthonomonadaceae bacterium",14,5,1,8,0.3571,0.0714,0.5715,4
"Species","s__Citrobacter sedlakii",8,0,2,6,0,0.25,0.75,4
"Species","s__Citrobacter sp. TSA-1",9,7,1,1,0.7778,0.1111,0.1111,4
"Species","s__Citrobacter werkmanii",26,0,7,19,0,0.2692,0.7308,4
"Species","s__Citrobacter youngae",42,0,14,28,0,0.3333,0.6667,4
"Species","s__Cloacibacillus sp.",14,0,6,8,0,0.4286,0.5714,4
"Species","s__Cloacibacterium normanense",10,8,2,0,0.8,0.2,0,4
"Species","s__Clostridiaceae bacterium UBA5505",38,0,20,18,0,0.5263,0.4737,4
"Species","s__Clostridiales bacterium VE202-21",37,0,35,2,0,0.9459,0.0541,4
"Species","s__Clostridioides sp. ZZV14-6154",5,0,1,4,0,0.2,0.8,4
"Species","s__Clostridium amazonitimonense",255,243,9,3,0.9529,0.0353,0.0118,4
"Species","s__Clostridium baratii",26,16,9,1,0.6154,0.3462,0.0384,4
"Species","s__Clostridium disporicum",35,3,19,13,0.0857,0.5429,0.3714,4
"Species","s__Clostridium felsineum",12,10,2,0,0.8333,0.1667,0,4
"Species","s__Clostridium sp. CAG:62_40_43",20,0,18,2,0,0.9,0.1,4
"Species","s__Clostridium sp. M14",65,0,32,33,0,0.4923,0.5077,4
"Species","s__Clostridium sp. Marseille-P7770",11,0,6,5,0,0.5455,0.4545,4
"Species","s__Clostridium sp. OF03-18AA",6,0,6,0,0,1,0,4
"Species","s__Clostridium sp. UBA4948",2,0,0,2,0,0,1,4
"Species","s__Clostridium sp. VAP23",7,0,2,5,0,0.2857,0.7143,4
"Species","s__Clostridium sp. VE202-10",26,0,18,8,0,0.6923,0.3077,4
"Species","s__Clostridium thermobutyricum",10,9,1,0,0.9,0.1,0,4
"Species","s__Collinsella intestinalis",35,3,28,4,0.0857,0.8,0.1143,4
"Species","s__Comamonas kerstersii",102,0,21,81,0,0.2059,0.7941,4
"Species","s__Coriobacteriia bacterium",87,2,65,20,0.023,0.7471,0.2299,4
"Species","s__Corynebacterium argentoratense",76,35,41,0,0.4605,0.5395,0,4
"Species","s__Corynebacterium falsenii",16,7,6,3,0.4375,0.375,0.1875,4
"Species","s__Corynebacterium pyruviciproducens",26,0,23,3,0,0.8846,0.1154,4
"Species","s__Corynebacterium sp. 20A",3,1,2,0,0.3333,0.6667,0,4
"Species","s__Corynebacterium sp. HMSC074C04",4,0,2,2,0,0.5,0.5,4
"Species","s__Corynebacterium sp. HMSC077D10",10,0,3,7,0,0.3,0.7,4
"Species","s__Corynebacterium sp. LK19",7,0,3,4,0,0.4286,0.5714,4
"Species","s__Corynebacterium sp. MC3",16,10,2,4,0.625,0.125,0.25,4
"Species","s__Corynebacterium sp. TAE3-ERU16",1,0,0,1,0,0,1,4
"Species","s__Cyanobacteria bacterium CG_2015-09_32_10",5,0,0,5,0,0,1,4
"Species","s__Cyanobacteria bacterium UBA11166",20,0,0,20,0,0,1,4
"Species","s__Cyanobacteria bacterium UBA11367",20,0,0,20,0,0,1,4
"Species","s__Deinococcus indicus",3,0,0,3,0,0,1,4
"Species","s__Deinococcus metallilatus",16,12,0,4,0.75,0,0.25,4
"Species","s__Deltaproteobacteria bacterium ADurb.BinA179",12,0,6,6,0,0.5,0.5,4
"Species","s__Desulfobulbaceae bacterium UBA2270",4,0,4,0,0,1,0,4
"Species","s__Desulfofundulus sp. TPOSR",11,0,6,5,0,0.5455,0.4545,4
"Species","s__Desulfotomaculum sp. OF05-3",21,0,13,8,0,0.619,0.381,4
"Species","s__Dethiosulfovibrio faecalis",1,0,1,0,0,1,0,4
